food_name,ingre_code,meta,l_cat,m_cat,s_cat,train_name
문어김치두루치기전골,,B0606008,찌개 및 전골류,전골류,8,
민물고기매운탕,,B0603025,찌개 및 전골류,어패류,25,
민물새우매운탕,,B0603026,찌개 및 전골류,어패류,26,
밀페유나베,,B0606009,찌개 및 전골류,전골류,9,
버섯된장찌개,,B0602021,찌개 및 전골류,된장찌개,21,
바지락순두부찌개,,B0603027,찌개 및 전골류,어패류,27,
바지락탕,,B0603028,찌개 및 전골류,어패류,28,
새우된장찌개,,B0602022,찌개 및 전골류,된장찌개,22,
밴댕이찌개,,B0603029,찌개 및 전골류,어패류,29,
쇠고기된장찌개,,B0602023,찌개 및 전골류,된장찌개,23,
버섯전골,,B0606010,찌개 및 전골류,전골류,10,
버섯찌개,,B0605011,찌개 및 전골류,기타찌개류,11,
병어매운탕,,B0603030,찌개 및 전골류,어패류,30,
복매운탕,,B0603031,찌개 및 전골류,어패류,31,
복어탕,,B0603032,찌개 및 전골류,어패류,32,
복지리,,B0603033,찌개 및 전골류,어패류,33,
볼락매운탕,,B0603034,찌개 및 전골류,어패류,34,
부대찌개,,B0605012,찌개 및 전골류,기타찌개류,12,
북어김치찌개,,B0601011,찌개 및 전골류,김치찌개,11,
불낙전골,,B0606011,찌개 및 전골류,전골류,11,
붕어매운탕,,B0603035,찌개 및 전골류,어패류,35,
빙어찌개,,B0603036,찌개 및 전골류,어패류,36,
뼈다귀김치찌개,,B0601012,찌개 및 전골류,김치찌개,12,
삼치찌개,,B0603037,찌개 및 전골류,어패류,37,
시래기된장찌개,,B0602024,찌개 및 전골류,된장찌개,24,
새우매운탕,,B0603038,찌개 및 전골류,어패류,38,
생선매운탕,,B0603039,찌개 및 전골류,어패류,39,
생선지리,,B0603040,찌개 및 전골류,어패류,40,
생선찌개,,B0603041,찌개 및 전골류,어패류,41,
생태찌개,,B0603042,찌개 및 전골류,어패류,42,
샤브샤브,307556.0,B0606012,찌개 및 전골류,전골류,12,샤브샤브
서더리탕,,B0603043,찌개 및 전골류,어패류,43,
쇠고기김치찌개,,B0601013,찌개 및 전골류,김치찌개,13,
우렁된장찌개,,B0602025,찌개 및 전골류,된장찌개,25,
쇠고기버섯전골,,B0606013,찌개 및 전골류,전골류,13,
쇠고기샤브샤브,,B0606014,찌개 및 전골류,전골류,14,
쇠고기전골,,B0606015,찌개 및 전골류,전골류,15,
쇠고기찌개,,B0604009,찌개 및 전골류,육류,9,
순대곱창전골,,B0606016,찌개 및 전골류,전골류,16,
순대전골,,B0606017,찌개 및 전골류,전골류,17,
순두부찌개,,B0605013,찌개 및 전골류,기타찌개류,13,
숭어매운탕,,B0603044,찌개 및 전골류,어패류,44,
스팸김치찌개,,B0601014,찌개 및 전골류,김치찌개,14,
우렁시래기된장찌개,,B0602026,찌개 및 전골류,된장찌개,26,
신선로,,B0606023,찌개 및 전골류,전골류,23,
아귀지리탕,,B0603045,찌개 및 전골류,어패류,45,
아귀탕,,B0603046,찌개 및 전골류,어패류,46,
알탕,61028.0,B0603047,찌개 및 전골류,어패류,47,알탕
양고기샤브샤브,,B0606018,찌개 및 전골류,전골류,18,
어묵김치찌개,,B0601015,찌개 및 전골류,김치찌개,15,
어묵찌개,,B0603048,찌개 및 전골류,어패류,48,
어묵탕,,B0603049,찌개 및 전골류,어패류,49,
에그인헬,278529.0,B0606024,찌개 및 전골류,전골류,24,에그인헬
염소전골,,B0606019,찌개 및 전골류,전골류,19,
오리고기전골,,B0606020,찌개 및 전골류,전골류,20,
오징어순두부찌개,,B0603050,찌개 및 전골류,어패류,50,
오징어찌개,,B0603051,찌개 및 전골류,어패류,51,
우럭매운탕,,B0603052,찌개 및 전골류,어패류,52,
조개된장찌개,,B0602027,찌개 및 전골류,된장찌개,27,
차돌박이냉이된장찌개,,B0602028,찌개 및 전골류,된장찌개,28,
자리돔찌개,,B0603053,찌개 및 전골류,어패류,53,
잡어매운탕,,B0603054,찌개 및 전골류,어패류,54,
잡탕찌개,,B0605014,찌개 및 전골류,기타찌개류,14,
장어탕,,B0603055,찌개 및 전골류,어패류,55,
전찌개,,B0605015,찌개 및 전골류,기타찌개류,15,
차돌박이된장찌개,,B0602029,찌개 및 전골류,된장찌개,29,
조개순두부찌개,,B0603056,찌개 및 전골류,어패류,56,
조개탕,,B0603057,찌개 및 전골류,어패류,57,
조기매운탕,,B0603058,찌개 및 전골류,어패류,58,
중국식해물탕,,B0603059,찌개 및 전골류,어패류,59,
해물된장찌개,,B0602030,찌개 및 전골류,된장찌개,30,
호박된장찌개,,B0602031,찌개 및 전골류,된장찌개,31,
차돌박이청국장찌개,,B0604010,찌개 및 전골류,육류,10,
참치김치찌개,,B0601016,찌개 및 전골류,김치찌개,16,
참치찌개,,B0603060,찌개 및 전골류,어패류,60,
청국장찌개,,B0605016,찌개 및 전골류,기타찌개류,16,
추어탕,,B0603061,찌개 및 전골류,어패류,61,
카레순두부,,B0605017,찌개 및 전골류,기타찌개류,17,
콩비지찌개,,B0605018,찌개 및 전골류,기타찌개류,18,
쿵나물찌개,,B0605019,찌개 및 전골류,기타찌개류,19,
토란대들깨탕,,B0605020,찌개 및 전골류,기타찌개류,20,
갈비찜,,B0702001,찜류,육류찜,1,
해물두부전골,,B0606021,찌개 및 전골류,전골류,21,
해물뚝배기,,B0603062,찌개 및 전골류,어패류,62,
해물샤브샤브,,B0606022,찌개 및 전골류,전골류,22,
해물순두부찌개,,B0603063,찌개 및 전골류,어패류,63,
해물탕,,B0603064,찌개 및 전골류,어패류,64,
햄김치찌개,,B0601017,찌개 및 전골류,김치찌개,17,
햄찌개,,B0604011,찌개 및 전골류,육류,11,
닭고기단호박찜,,B0702002,찜류,육류찜,2,
호박찌개,,B0605021,찌개 및 전골류,기타찌개류,21,
황새기매운탕,,B0603065,찌개 및 전골류,어패류,65,
가오리찜,,B0701001,찜류,어패류찜,1,
가자미찜,,B0701002,찜류,어패류찜,2,
닭발편육,,B0702003,찜류,육류찜,3,
고등어김치찜,,B0701003,찜류,어패류찜,3,
고등어찜,,B0701004,찜류,어패류찜,4,
고추찜,,B0703001,찜류,채소찜(선),1,
굴비찜,,B0701005,찜류,어패류찜,5,
굴찜,,B0701006,찜류,어패류찜,6,
김치찜,307769.0,B0703002,찜류,채소찜(선),2,김치찜
깻잎멸치찜,,B0701007,찜류,어패류찜,7,
깻잎찜,,B0703003,찜류,채소찜(선),3,
꼬막찜,,B0701008,찜류,어패류찜,8,
꽁치김치찜,,B0701009,찜류,어패류찜,9,
꽃게찜,,B0701010,찜류,어패류찜,10,
꽈리고추찜,,B0703004,찜류,채소찜(선),4,
낙지숙회,,B0701042,찜류,어패류찜,42,
낙지아귀찜,,B0701011,찜류,어패류찜,11,
단호박찜,,B0703005,찜류,채소찜(선),5,
달걀찜,,B0704001,찜류,기타찜,1,
"달걀찜,달걀만",,B0704002,찜류,기타찜,2,
"달걀찜,채소",,B0704003,찜류,기타찜,3,
닭찜,,B0702004,찜류,육류찜,4,
닭토마토찜,,B0702005,찜류,육류찜,5,
돼지갈비김치찜,,B0702006,찜류,육류찜,6,
돼지갈비떡찜,,B0702007,찜류,육류찜,7,
대구뽈찜,,B0701012,찜류,어패류찜,12,
대구찜,,B0701013,찜류,어패류찜,13,
데친두부,,B0704004,찜류,기타찜,4,
도미찜,,B0701014,찜류,어패류찜,14,
돔찜,,B0701015,찜류,어패류찜,15,
동태찜,,B0701016,찜류,어패류찜,16,
동태콩나물찜,,B0701017,찜류,어패류찜,17,
돼지갈비찜,,B0702008,찜류,육류찜,8,
돼지고기김치찜,,B0702009,찜류,육류찜,9,
돼지고기매운갈비찜,,B0702010,찜류,육류찜,10,
돼지고기사태찜,,B0702011,찜류,육류찜,11,
돼지고기편육,,B0702012,찜류,육류찜,12,
돼지등갈비찜,,B0702013,찜류,육류찜,13,
돼지등뼈찜,,B0702014,찜류,육류찜,14,
등갈비김치찜,,B0702015,찜류,육류찜,15,
등갈비찜,,B0702016,찜류,육류찜,16,
두릅데친것,,B0704005,찜류,기타찜,5,
두부찜,,B0704006,찜류,기타찜,6,
매운닭찜,,B0702017,찜류,육류찜,17,
매운돼지갈비찜,,B0702018,찜류,육류찜,18,
망둥어찜,,B0701018,찜류,어패류찜,18,
매운쇠갈비찜,,B0702019,찜류,육류찜,19,
보쌈,,B0702020,찜류,육류찜,20,
뼈다귀김치찜,,B0702021,찜류,육류찜,21,
메기찜,,B0701019,찜류,어패류찜,19,
명란젓찜,,B0704007,찜류,기타찜,7,
명태찜,,B0701020,찜류,어패류찜,20,
민어찜,,B0701021,찜류,어패류찜,21,
박대찜,,B0701022,찜류,어패류찜,22,
병어찜,,B0701023,찜류,어패류찜,23,
뼈찜,,B0702022,찜류,육류찜,22,
부추콩가루찜,,B0703006,찜류,채소찜(선),6,
북어찜,,B0701024,찜류,어패류찜,24,
붕어찜,,B0701025,찜류,어패류찜,25,
브로컬리계란찜,,B0704008,찜류,기타찜,8,
브로콜리데침,,B0703007,찜류,채소찜(선),7,
삼겹살김치찜,,B0702023,찜류,육류찜,23,
삼겹살수육,,B0702024,찜류,육류찜,24,
삶은감자,222006.0,B0704009,찜류,기타찜,9,삶은감자
삶은고구마,,B0704010,찜류,기타찜,10,
쇠갈비우거지찜,,B0702025,찜류,육류찜,25,
쇠갈비찜,,B0702026,찜류,육류찜,26,
삼치찜,,B0701026,찜류,어패류찜,26,
쇠고기감자찜,,B0702027,찜류,육류찜,27,
소고기수육,295228.0,B0702028,찜류,육류찜,28,소고기수육
쇠고기찜,,B0702029,찜류,육류찜,29,
쇠꼬리찜,,B0702030,찜류,육류찜,30,
수육,304738.0,B0702031,찜류,육류찜,31,
순대,,B0702032,찜류,육류찜,32,
수란,,A0704015,찜류,기타찜,15,
순살찜닭,,B0702033,찜류,육류찜,33,
오리고기수육,,B0702034,찜류,육류찜,34,
순두부찜,,B0704011,찜류,기타찜,11,
편육,,B0702035,찜류,육류찜,35,
아귀찜,,B0701027,찜류,어패류찜,27,
애호박찜,,B0703008,찜류,채소찜(선),8,
연두부찜,,B0704012,찜류,기타찜,12,
열기찜,,B0701028,찜류,어패류찜,28,
닭모래주머니,297309.0,A0802095,구이류,육류구이,95,닭모래주머니
오징어숙회,,B0701029,찜류,어패류찜,29,
오징어순대,,B0701030,찜류,어패류찜,30,
오징어콩나물찜,,B0701031,찜류,어패류찜,31,
우거지찜,,B0703009,찜류,채소찜(선),9,
우럭찜,,B0701032,찜류,어패류찜,32,
조기찜,,B0701033,찜류,어패류찜,33,
찐옥수수,,B0704014,찜류,기타찜,14,
코다리감자찜,,B0701034,찜류,어패류찜,34,
코다리시래기찜,,B0701035,찜류,어패류찜,35,
코다리찜,,B0701036,찜류,어패류찜,36,
파강회,,B0704013,찜류,기타찜,13,
LA양념갈비,,B0802001,구이류,육류구이,1,
풋고추찜,,B0703010,찜류,채소찜(선),10,
해물찜,,B0701037,찜류,어패류찜,37,
해물콩나물찜,,B0701038,찜류,어패류찜,38,
홍게찜,,B0701039,찜류,어패류찜,39,
홍어찜,,B0701040,찜류,어패류찜,40,
황태찜,,B0701041,찜류,어패류찜,41,
채소꼬치구이,,B0803032,구이류,기타구이류,32,야채꼬치
갈비구이,,B0802002,구이류,육류구이,2,
갈비살구이,,B0802003,구이류,육류구이,3,
고기산적,,B0802004,구이류,육류구이,4,
가래떡구이,,B0803001,구이류,기타구이류,1,
가자미구이,81002.0,B0801002,구이류,어패류구이,2,가자미구이
가자미카레구이,,B0801001,구이류,어패류구이,1,
가지구이,,B0803002,구이류,기타구이류,2,
고추장삼겹살,,B0802005,구이류,육류구이,5,
소곱창구이,307553.0,B0802006,구이류,육류구이,6,소곱창구이
갈치구이,,B0801003,구이류,어패류구이,3,
감자구이,,B0803003,구이류,기타구이류,3,
감자그라탕,,B0803004,구이류,기타구이류,4,
감자버터구이,,B0803005,구이류,기타구이류,5,
고갈비,,B0801004,구이류,어패류구이,4,
곱창양념구이,,B0802007,구이류,육류구이,7,
고등어구이,,B0801005,구이류,어패류구이,5,
고등어카레구이,,B0801006,구이류,어패류구이,6,
구운달걀,,B0802008,구이류,육류구이,8,
너비아니구이,,B0802009,구이류,육류구이,9,
닭가슴살구이,,B0802010,구이류,육류구이,10,
닭갈비구이,,B0802011,구이류,육류구이,11,
군고구마,,B0803006,구이류,기타구이류,6,
군밤,,B0803007,구이류,기타구이류,7,
굴비구이,81005.0,B0801007,구이류,어패류구이,7,굴비구이
그라탕,,B0803008,구이류,기타구이류,8,
김구이,,B0803009,구이류,기타구이류,9,
꼼장어,306473.0,B0801008,구이류,어패류구이,8,꼼장어
꼼장어,302757.0,B0801009,구이류,어패류구이,9,꼼장어
꽁치구이,,B0801010,구이류,어패류구이,10,
낙지양념구이,,B0801011,구이류,어패류구이,11,
낙지호롱,,B0801012,구이류,어패류구이,12,
닭구이,,B0802012,구이류,육류구이,12,
노가리구이,,B0801013,구이류,어패류구이,13,
노래미구이,,B0801014,구이류,어패류구이,14,
느타리버섯구이,,B0803010,구이류,기타구이류,10,
"느타리버섯꼬치,양념",,B0803011,구이류,기타구이류,11,
닭꼬치,305449.0,B0802013,구이류,육류구이,13,닭꼬치
닭날개양념구이,,B0802014,구이류,육류구이,14,
닭다리구이,226008.0,B0802015,구이류,육류구이,15,닭다리구이
닭다리살데리야끼구이,,B0802016,구이류,육류구이,16,
닭다리살바베큐구이,,B0802017,구이류,육류구이,17,
닭봉구이,,B0802018,구이류,육류구이,18,
닭봉버터구이,,B0802019,구이류,육류구이,19,
닭소금구이,,B0802020,구이류,육류구이,20,
닭훈제구이,,B0802021,구이류,육류구이,21,
대창구이,305673.0,B0802022,구이류,육류구이,22,대창구이
데리야끼치킨,,B0802023,구이류,육류구이,23,
돼지갈매기살구이,,B0802024,구이류,육류구이,24,
돼지갈비구이,306372.0,B0802025,구이류,육류구이,25,돼지갈비구이
돼지고기간장불고기,,B0802026,구이류,육류구이,26,
돼지고기고추장불고기,,B0802027,구이류,육류구이,27,
더덕구이,,B0803012,구이류,기타구이류,12,
돼지고기구이,,B0802028,구이류,육류구이,28,
도미구이,81009.0,B0801015,구이류,어패류구이,15,도미구이
돼지고기목살구이,,B0802029,구이류,육류구이,29,
돼지고기숯불구이,,B0802030,구이류,육류구이,30,
돼지고기스테이크,,B0802031,구이류,육류구이,31,
돼지고기주물럭,,B0802032,구이류,육류구이,32,
돼지고추장불고기,,B0802033,구이류,육류구이,33,
돼지등갈비바베큐,,B0802034,구이류,육류구이,34,
돼지막창구이,,B0802035,구이류,육류구이,35,
등갈비구이,,B0802036,구이류,육류구이,36,
등심스테이크,,B0802037,구이류,육류구이,37,
막창구이,,B0802038,구이류,육류구이,38,
바베큐치킨,,B0802039,구이류,육류구이,39,
바베큐폭립,,B0802040,구이류,육류구이,40,
두부구이,307988.0,B0803013,구이류,기타구이류,13,
두부떡갈비구이,,B0803014,구이류,기타구이류,14,
두부스테이크,,B0803015,구이류,기타구이류,15,
두부양념구이,,B0803016,구이류,기타구이류,16,
베이징덕,,B0802041,구이류,육류구이,41,
베이컨구이,,B0802042,구이류,육류구이,42,
마늘구이,,B0803017,구이류,기타구이류,17,
베이컨떡말이,,B0802043,구이류,육류구이,43,
먹태구이,,B0801016,구이류,어패류구이,16,
메로구이,,B0801017,구이류,어패류구이,17,
"메추리알꼬치,양념",,B0803018,구이류,기타구이류,18,
소불고기,,B0802044,구이류,육류구이,44,소불고기
불닭구이,,B0802045,구이류,육류구이,45,
배추김치구이,,B0803019,구이류,기타구이류,19,
뱅어포구이,,B0801018,구이류,어패류구이,18,
버섯구이,,B0803020,구이류,기타구이류,20,
버섯불고기,,B0803021,구이류,기타구이류,21,
버터구이오징어,,B0801019,구이류,어패류구이,19,
비엔나소시지구이,,B0802046,구이류,육류구이,46,
산적꼬치,,B0802047,구이류,육류구이,47,
살치살구이,,B0802048,구이류,육류구이,48,
삼겹살구이,,B0802049,구이류,육류구이,49,
병어구이,,B0801020,구이류,어패류구이,20,
복어불고기,,B0801021,구이류,어패류구이,21,
복어콩나물불고기,,B0801022,구이류,어패류구이,22,
볼락구이,,B0801023,구이류,어패류구이,23,
북어구이,,B0801024,구이류,어패류구이,24,
삼겹살새싹채소말이,,B0802050,구이류,육류구이,50,
석쇠돼지불고기,,B0802051,구이류,육류구이,51,
석쇠불고기,,B0802052,구이류,육류구이,52,
섭산적,,B0802053,구이류,육류구이,53,
소시지구이,,B0802054,구이류,육류구이,54,
쇠갈비구이,,B0802055,구이류,육류구이,55,
쇠고기구이,,B0802056,구이류,육류구이,56,
삼치구이,,B0801025,구이류,어패류구이,25,
삼치살찹쌀양념구이,,B0801026,구이류,어패류구이,26,
삼치유자구이,,B0801054,구이류,어패류구이,54,
새송이버섯구이,,B0803022,구이류,기타구이류,22,
새우구이,,B0801027,구이류,어패류구이,27,
생선구이,,B0801028,구이류,어패류구이,28,
서대구이,,B0801029,구이류,어패류구이,29,
쇠고기등심구이,,B0802057,구이류,육류구이,57,
쇠고기부채살구이,,B0802058,구이류,육류구이,58,
쇠고기살치살구이,,B0802059,구이류,육류구이,59,
쇠고기안심구이,,B0802060,구이류,육류구이,60,
쇠고기안창살양념구이,,B0802061,구이류,육류구이,61,
숯불바베큐치킨구이,,B0802062,구이류,육류구이,62,
스테이크,,B0802063,구이류,육류구이,63,
스팸구이,,B0802064,구이류,육류구이,64,
안심스테이크,,B0802065,구이류,육류구이,65,
양고기스테이크,,B0802066,구이류,육류구이,66,
양꼬치,,B0802067,구이류,육류구이,67,
양념닭구이,,B0802068,구이류,육류구이,68,
염소불고기,,B0802069,구이류,육류구이,69,
오리구이,,B0802070,구이류,육류구이,70,
