food_name,ingre_code,meta,l_cat,m_cat,s_cat,train_name
스파게티,,B0307016,면 및 만두류,파스타,16,
스파게티면,,A0301029,면 및 만두류,국수,29,
시오라멘,,B0309007,면 및 만두류,일본면류,7,
팟타이,,B0302007,면 및 만두류,쌀국수,7,
알리오올리오,,B0307017,면 및 만두류,파스타,17,
야끼소바,,B0309008,면 및 만두류,일본면류,8,
야끼우동,,B0308009,면 및 만두류,우동,9,
감자스프,,B0402001,죽 및 스프류,스프류,1,
어묵국수,,B0301019,면 및 만두류,국수,19,
어묵우동,,B0308010,면 및 만두류,우동,10,
열무국수,,B0301020,면 및 만두류,국수,20,
열무물국수,,B0301021,면 및 만두류,국수,21,
열무비빔국수,,B0301022,면 및 만두류,국수,22,
열무비빔냉면,,B0303004,면 및 만두류,냉면,4,
오징어짬뽕,,B0310011,면 및 만두류,중화면류,11,
오징어칼국수,,B0305014,면 및 만두류,칼국수,14,
온면,,B0310012,면 및 만두류,중화면류,12,
왕만두,,B0311025,면 및 만두류,만두,25,
우동,31015.0,B0308011,면 및 만두류,우동,11,
울면,31016.0,B0310013,면 및 만두류,중화면류,13,
유니짜장면,,B0310014,면 및 만두류,중화면류,14,
유부우동,,B0308012,면 및 만두류,우동,12,
유부잔치국수,,B0301023,면 및 만두류,국수,23,
육개장칼국수,,B0305015,면 및 만두류,칼국수,15,
잔치국수,,B0301024,면 및 만두류,국수,24,
장칼국수,,B0305016,면 및 만두류,칼국수,16,
쟁반막국수,,B0301025,면 및 만두류,국수,25,
쟁반짜장,,B0310015,면 및 만두류,중화면류,15,
전복낙지짬뽕,,B0310016,면 및 만두류,중화면류,16,
조개라면,,B0304021,면 및 만두류,라면,21,
조개칼국수,,B0305017,면 및 만두류,칼국수,17,
조랭이떡국,,B0312009,면 및 만두류,떡국,9,
중화식우동,,B0310022,면 및 만두류,중화면류,22,
짜장라면,306914.0,B0304029,면 및 만두류,라면,29,짜장라면
짜장면,,B0310017,면 및 만두류,중화면류,17,
짬뽕,31020.0,B0310018,면 및 만두류,중화면류,18,
짬뽕라면,,B0304022,면 및 만두류,라면,22,
쫄면,31021.0,B0301026,면 및 만두류,국수,26,
차돌박이크림파스타,,B0307018,면 및 만두류,파스타,18,
찹쌀수제비,,B0306006,면 및 만두류,수제비,6,
치즈라볶이,,B0304023,면 및 만두류,라면,23,
치킨로제파스타,,B0307019,면 및 만두류,파스타,19,
치킨크림파스타,,B0307020,면 및 만두류,파스타,20,
카레라볶이,,B0304024,면 및 만두류,라면,24,
카레우동,,B0308013,면 및 만두류,우동,13,
칼국수,31023.0,B0305018,면 및 만두류,칼국수,18,칼국수
컵라면,,B0304025,면 및 만두류,라면,25,
콩국수,,B0301027,면 및 만두류,국수,27,
콩나물라면,,B0304026,면 및 만두류,라면,26,
크림짬뽕,,B0310019,면 및 만두류,중화면류,19,
크림카레우동,,B0308014,면 및 만두류,우동,14,
크림파스타,,B0307021,면 및 만두류,파스타,21,
탄탄면,,B0310020,면 및 만두류,중화면류,20,
탕수만두,,B0311026,면 및 만두류,만두,26,
토마토파스타,306084.0,B0307028,면 및 만두류,파스타,28,토마토파스타
투움바파스타,,B0307022,면 및 만두류,파스타,22,
튀김만두,,B0311027,면 및 만두류,만두,27,
튀김우동,,B0308015,면 및 만두류,우동,15,
파스타,,B0307023,면 및 만두류,파스타,23,
단호박감자스프,,B0402002,죽 및 스프류,스프류,2,
팥칼국수,,B0305019,면 및 만두류,칼국수,19,
펜네파스타,,B0307024,면 및 만두류,파스타,24,
해물라면,,B0304027,면 및 만두류,라면,27,
해물볶음우동,,B0308016,면 및 만두류,우동,16,
해물수제비,,B0306007,면 및 만두류,수제비,7,
해물오일파스타,,B0307025,면 및 만두류,파스타,25,
해물우동,,B0308017,면 및 만두류,우동,17,
해물짬뽕,,B0310021,면 및 만두류,중화면류,21,
해물칼국수,,B0305020,면 및 만두류,칼국수,20,
해물크림파스타,,B0307026,면 및 만두류,파스타,26,
해물토마토파스타,,B0307027,면 및 만두류,파스타,27,
호박수제비,,B0306008,면 및 만두류,수제비,8,
홍합라면,,B0304028,면 및 만두류,라면,28,
회냉면,,B0303005,면 및 만두류,냉면,5,
똠양꿍,,B0402003,죽 및 스프류,스프류,3,
감자죽,,B0401001,죽 및 스프류,죽류,1,
고구마범벅,,B0403001,죽 및 스프류,범벅,1,
고구마죽,,B0401002,죽 및 스프류,죽류,2,
김치죽,,B0401003,죽 및 스프류,죽류,3,
김치콩나물죽,,B0401004,죽 및 스프류,죽류,4,
깨죽,,B0401005,죽 및 스프류,죽류,5,
낙지김치죽,,B0401006,죽 및 스프류,죽류,6,
녹두죽,,B0401007,죽 및 스프류,죽류,7,
누룽지닭죽,,B0401008,죽 및 스프류,죽류,8,
누룽지죽,,B0401009,죽 및 스프류,죽류,9,
라따뚜이,,B0402008,죽 및 스프류,스프류,8,
단호박범벅,,B0403002,죽 및 스프류,범벅,2,
단호박죽,,B0401010,죽 및 스프류,죽류,10,
달걀채소죽,,B0401011,죽 및 스프류,죽류,11,
닭가슴살죽,,B0401012,죽 및 스프류,죽류,12,
닭죽,,B0401013,죽 및 스프류,죽류,13,
당근죽,,B0401014,죽 및 스프류,죽류,14,
동태살죽,,B0401015,죽 및 스프류,죽류,15,
두부죽,,B0401016,죽 및 스프류,죽류,16,
들깨죽,,B0401017,죽 및 스프류,죽류,17,
스튜,,B0402004,죽 및 스프류,스프류,4,
스프,,B0402005,죽 및 스프류,스프류,5,
매생이죽,,B0401018,죽 및 스프류,죽류,18,
미역죽,,B0401019,죽 및 스프류,죽류,19,
버섯죽,,B0401020,죽 및 스프류,죽류,20,
북어죽,,B0401021,죽 및 스프류,죽류,21,
브로콜리죽,,B0401022,죽 및 스프류,죽류,22,
새알팥죽,,B0401023,죽 및 스프류,죽류,23,
새우죽,,B0401024,죽 및 스프류,죽류,24,
쇠고기두부죽,,B0401025,죽 및 스프류,죽류,25,
쇠고기미역죽,,B0401026,죽 및 스프류,죽류,26,
쇠고기사과죽,,B0401027,죽 및 스프류,죽류,27,
쇠고기죽,,B0401028,죽 및 스프류,죽류,28,
쇠고기채소죽,,B0401029,죽 및 스프류,죽류,29,
쇠고기파프리카죽,,B0401030,죽 및 스프류,죽류,30,
시금치수프,,B0402009,죽 및 스프류,스프류,9,시금치스프
양송이스프,42021.0,B0402006,죽 및 스프류,스프류,6,양송이스프
옥수수스프,,B0402007,죽 및 스프류,스프류,7,
시금치죽,,B0401031,죽 및 스프류,죽류,31,
감자근대된장국,,B0502001,국 및 탕류,된장국류,1,
어죽,,B0401032,죽 및 스프류,죽류,32,
오리죽,,B0401033,죽 및 스프류,죽류,33,
옥수수범벅,,B0403003,죽 및 스프류,범벅,3,
감자된장국,,B0502002,국 및 탕류,된장국류,2,
옥수수죽,,B0401034,죽 및 스프류,죽류,34,
이유식,,B0401054,죽 및 스프류,죽류,54,
잡곡죽,,B0401035,죽 및 스프류,죽류,35,
잣죽,,B0401036,죽 및 스프류,죽류,36,
전복죽,,B0401037,죽 및 스프류,죽류,37,
죽,,B0401038,죽 및 스프류,죽류,38,
참치새우잡곡죽,,B0401039,죽 및 스프류,죽류,39,
참치죽,,B0401040,죽 및 스프류,죽류,40,
찹쌀죽,,B0401041,죽 및 스프류,죽류,41,
채소죽,,B0401042,죽 및 스프류,죽류,42,
치즈채소죽,,B0401043,죽 및 스프류,죽류,43,
콩나물죽,,B0401044,죽 및 스프류,죽류,44,
콩죽,,B0401045,죽 및 스프류,죽류,45,
타락죽,,B0401046,죽 및 스프류,죽류,46,
팥죽,,B0401047,죽 및 스프류,죽류,47,
해물죽,,B0401048,죽 및 스프류,죽류,48,
호박죽,,B0401049,죽 및 스프류,죽류,49,
황태죽,,B0401050,죽 및 스프류,죽류,50,
흑임자죽,,B0401051,죽 및 스프류,죽류,51,
흰죽,,B0401052,죽 및 스프류,죽류,52,
가지냉국,,B0504001,국 및 탕류,냉국류,1,
갈비우거지탕,,B0503001,국 및 탕류,탕류,1,
갈비탕,,B0503002,국 및 탕류,탕류,2,
갈치국,,B0505001,국 및 탕류,기타 어패국류,1,
감자국,,B0507001,국 및 탕류,기타,1,
감자무된장국,,B0502003,국 및 탕류,된장국류,3,
감자김국,,B0507002,국 및 탕류,기타,2,
감자다시마국,,B0507003,국 및 탕류,기타,3,
감자호박된장국,,B0502004,국 및 탕류,된장국류,4,
건새우근대된장국,,B0502005,국 및 탕류,된장국류,5,
감자미역국,,B0507004,국 및 탕류,기타,4,
감자옹심이,,B0507005,국 및 탕류,기타,5,
굴된장국,,B0502006,국 및 탕류,된장국류,6,
갑오징어무국,,B0505002,국 및 탕류,기타 어패국류,2,
근대된장국,,B0502007,국 및 탕류,된장국류,7,
건새우무국,,B0505003,국 및 탕류,기타 어패국류,3,
건새우미역국,,B0505004,국 및 탕류,기타 어패국류,4,
건새우시금치국,,B0505005,국 및 탕류,기타 어패국류,5,
건새우아욱국,,B0505006,국 및 탕류,기타 어패국류,6,
고등어국,,B0505007,국 및 탕류,기타 어패국류,7,
골뱅이탕,,B0503003,국 및 탕류,탕류,3,
곰탕,53004.0,B0503004,국 및 탕류,탕류,4,곰탕
굴국,,B0505008,국 및 탕류,기타 어패국류,8,
김치된장국,,B0502008,국 및 탕류,된장국류,8,
굴미역국,,B0505009,국 및 탕류,기타 어패국류,9,
꽃게된장국,,B0502009,국 및 탕류,된장국류,9,
김국,,B0507006,국 및 탕류,기타,6,
김냉국,,B0504002,국 및 탕류,냉국류,2,
김치국,,B0507007,국 및 탕류,기타,7,
냉이된장국,,B0502010,국 및 탕류,된장국류,10,
김치어묵국,,B0505010,국 및 탕류,기타 어패국류,10,
김치콩나물국,,B0507008,국 및 탕류,기타,8,
꼬리곰탕,,B0503005,국 및 탕류,탕류,5,
단배추된장국,,B0502011,국 및 탕류,된장국류,11,
나가사끼짬뽕국,,B0505011,국 및 탕류,기타 어패국류,11,
내장탕,,B0503006,국 및 탕류,탕류,6,
냉면육수,,B0504003,국 및 탕류,냉국류,3,
달래된장국,,B0502012,국 및 탕류,된장국류,12,
능이버섯오리백숙,,B0503007,국 및 탕류,탕류,7,
다슬기국,,B0505012,국 및 탕류,기타 어패국류,12,
다슬기근대국,,B0505013,국 및 탕류,기타 어패국류,13,
다슬기맑은국,,B0501001,국 및 탕류,맑은국류,1,
다슬기해장국,,B0505014,국 및 탕류,기타 어패국류,14,
다시마무국,,B0507009,국 및 탕류,기타,9,
된장국,,B0502013,국 및 탕류,된장국류,13,
달걀감자국,,B0506001,국 및 탕류,기타 육류국류,1,
달걀국,,B0506002,국 및 탕류,기타 육류국류,2,
달걀부추국,,B0506003,국 및 탕류,기타 육류국류,3,
달걀크래미국,,B0506004,국 및 탕류,기타 육류국류,4,
달걀탕,,B0503008,국 및 탕류,탕류,8,
달걀파국,,B0506005,국 및 탕류,기타 육류국류,5,
두부감자된장국,,B0502014,국 및 탕류,된장국류,14,
닭감자국,,B0506006,국 및 탕류,기타 육류국류,6,
닭개장,,B0506007,국 및 탕류,기타 육류국류,7,
닭고기무국,,B0506008,국 및 탕류,기타 육류국류,8,
닭곰탕,,B0503009,국 및 탕류,탕류,9,
닭들깨탕,,B0503010,국 및 탕류,탕류,10,
닭미역국,,B0506009,국 및 탕류,기타 육류국류,9,
닭백숙,53011.0,B0503040,국 및 탕류,탕류,40,닭백숙
대합미역국,,B0505015,국 및 탕류,기타 어패국류,15,
도가니탕,53012.0,B0503011,국 및 탕류,탕류,11,
도다리국,,B0505016,국 및 탕류,기타 어패국류,16,
도다리미역국,,B0505017,국 및 탕류,기타 어패국류,17,
도다리쑥국,,B0505018,국 및 탕류,기타 어패국류,18,
도토리묵국,,B0507010,국 및 탕류,기타,10,
도토리묵냉국,,B0504004,국 및 탕류,냉국류,4,
동태국,,B0505019,국 및 탕류,기타 어패국류,19,
돼지고기국,,B0506010,국 및 탕류,기타 육류국류,10,
돼지고기김치국,,B0506011,국 및 탕류,기타 육류국류,11,
두부된장국,52011.0,B0502015,국 및 탕류,된장국류,15,두부된장국
두부무된장국,,B0502016,국 및 탕류,된장국류,16,
두부국,,B0507011,국 및 탕류,기타,11,
두부김치국,,B0507012,국 및 탕류,기타,12,
두부미역된장국,,B0502017,국 및 탕류,된장국류,17,
두부맑은국,,B0501002,국 및 탕류,맑은국류,2,
두부배추된장국,,B0502018,국 및 탕류,된장국류,18,
두부버섯된장국,,B0502019,국 및 탕류,된장국류,19,
두부시금치된장국,,B0502020,국 및 탕류,된장국류,20,
두부호박된장국,,B0502021,국 및 탕류,된장국류,21,
두부새우젓국,,B0507013,국 및 탕류,기타,13,
들깨시래기된장국,,B0502022,국 및 탕류,된장국류,22,
두부얼갈이국,,B0507014,국 및 탕류,기타,14,
망초대나물된장국,,B0502023,국 및 탕류,된장국류,23,
들깨국,,B0507015,국 및 탕류,기타,15,
들깨다슬기탕,,B0503012,국 및 탕류,탕류,12,
들깨무국,,B0507016,국 및 탕류,기타,16,
들깨미역국,,B0507017,국 및 탕류,기타,17,
무된장국,,B0502024,국 및 탕류,된장국류,24,
등갈비우거지국,,B0506012,국 및 탕류,기타 육류국류,12,
마들깨국,,B0507018,국 및 탕류,기타,18,
마라탕,,B0503013,국 및 탕류,탕류,13,
무시래기된장국,,B0502025,국 및 탕류,된장국류,25,
매생이국,,B0507019,국 및 탕류,기타,19,
매생이국.문어,,B0507020,국 및 탕류,기타,20,
매생이굴국,,B0507021,국 및 탕류,기타,21,
머위국,,B0507022,국 및 탕류,기타,22,
몸국,,B0507023,국 및 탕류,기타,23,
무국,,B0507024,국 및 탕류,기타,24,
미소장국,,B0502026,국 및 탕류,된장국류,26,
미역된장국,,B0502027,국 및 탕류,된장국류,27,
무시래기들깨국,,B0507025,국 및 탕류,기타,25,
묵국,,B0507026,국 및 탕류,기타,26,
바지락된장국,,B0502028,국 및 탕류,된장국류,28,
미역국,,B0507027,국 및 탕류,기타,27,
미역냉국,,B0504005,국 및 탕류,냉국류,5,
방아두부된장국,,B0502029,국 및 탕류,된장국류,29,
바지락국,,B0505020,국 및 탕류,기타 어패국류,20,
배추김치된장국,,B0502030,국 및 탕류,된장국류,30,
바지락미역국,,B0505021,국 및 탕류,기타 어패국류,21,
바지락청경채국,,B0505022,국 및 탕류,기타 어패국류,22,
배추된장국,,B0502031,국 및 탕류,된장국류,31,
배추국,,B0507028,국 및 탕류,기타,28,
배추우거지된장국,,B0502032,국 및 탕류,된장국류,32,
버섯된장국,,B0502033,국 및 탕류,된장국류,33,
봄동된장국,,B0502034,국 및 탕류,된장국류,34,
백합조개국,,B0505023,국 및 탕류,기타 어패국류,23,
버섯국,,B0507029,국 및 탕류,기타,29,
시금치된장국,,B0502035,국 및 탕류,된장국류,35,
버섯들깨탕,,B0503014,국 및 탕류,탕류,14,
버섯육개장,,B0507030,국 및 탕류,기타,30,
버섯호박국,,B0507031,국 및 탕류,기타,31,
번데기탕,,B0503015,국 및 탕류,탕류,15,
보신탕,,B0503016,국 및 탕류,탕류,16,
복국,,B0505024,국 및 탕류,기타 어패국류,24,
복어국,,B0505025,국 및 탕류,기타 어패국류,25,
시래기된장국,,B0502036,국 및 탕류,된장국류,36,
북어국,,B0505026,국 및 탕류,기타 어패국류,26,
북어달걀국,,B0505027,국 및 탕류,기타 어패국류,27,
북어두부국,,B0505028,국 및 탕류,기타 어패국류,28,
북어무국,,B0505029,국 및 탕류,기타 어패국류,29,
북어미역국,,B0505030,국 및 탕류,기타 어패국류,30,
북어콩나물국,,B0505031,국 및 탕류,기타 어패국류,31,
뼈다귀감자탕,62046.0,B0503017,국 및 탕류,탕류,17,감자탕
뼈다귀해장국,308248.0,B0506013,국 및 탕류,기타 육류국류,13,
사골국,,B0506014,국 및 탕류,기타 육류국류,14,
삼계탕,,B0503018,국 및 탕류,탕류,18,
새알미역국,,B0507032,국 및 탕류,기타,32,
새우무국,,B0505032,국 및 탕류,기타 어패국류,32,
새우미역국,,B0505033,국 및 탕류,기타 어패국류,33,
새우젓국,,B0505034,국 및 탕류,기타 어패국류,34,
선짓국,,B0506015,국 및 탕류,기타 육류국류,15,
설렁탕,,B0503019,국 및 탕류,탕류,19,
성게미역국,,B0505035,국 및 탕류,기타 어패국류,35,
쇠고기감자국,,B0506016,국 및 탕류,기타 육류국류,16,
쇠고기경단미역국,,B0506017,국 및 탕류,기타 육류국류,17,
쇠고기낙지탕,,B0503020,국 및 탕류,탕류,20,
쇠고기당면국,,B0506018,국 및 탕류,기타 육류국류,18,
소고기무국,51039.0,B0506019,국 및 탕류,기타 육류국류,19,소고기무국
쇠고기미역국,,B0506020,국 및 탕류,기타 육류국류,20,
쇠고기시금치국,,B0506021,국 및 탕류,기타 육류국류,21,
쇠고기얼갈이배추국,,B0506022,국 및 탕류,기타 육류국류,22,
쇠고기우거지국,,B0506023,국 및 탕류,기타 육류국류,23,
쇠고기콩나물국,,B0506024,국 및 탕류,기타 육류국류,24,
쇠고기탕국,,B0506025,국 및 탕류,기타 육류국류,25,
쇠고기해장국,,B0506026,국 및 탕류,기타 육류국류,26,
쇠꼬리곰탕,,B0503021,국 및 탕류,탕류,21,
쇠머리곰탕,,B0503022,국 및 탕류,탕류,22,
순대국,,B0506027,국 및 탕류,기타 육류국류,27,
순두부국,,B0507033,국 및 탕류,기타,33,
순두부김치국,,B0507034,국 및 탕류,기타,34,
순두부탕,,B0503023,국 및 탕류,탕류,23,
아욱된장국,,B0502037,국 및 탕류,된장국류,37,
시래기감자탕,,B0503024,국 및 탕류,탕류,24,
양배추된장국,,B0502038,국 및 탕류,된장국류,38,
실파달걀국,,B0507035,국 및 탕류,기타,35,
쑥국,,B0507036,국 및 탕류,기타,36,
어묵된장국,,B0502039,국 및 탕류,된장국류,39,
훠궈,305392.0,B0503025,국 및 탕류,탕류,25,
훠궈,305392.0,B0503026,국 및 탕류,탕류,26,
얼갈이된장국,,B0502040,국 및 탕류,된장국류,40,
양지사골국,,B0506028,국 및 탕류,기타 육류국류,28,
어묵감자국,,B0505036,국 및 탕류,기타 어패국류,36,
어묵국,,B0505037,국 및 탕류,기타 어패국류,37,
얼갈이들깨된장국,,B0502041,국 및 탕류,된장국류,41,
어묵두부국,,B0505038,국 및 탕류,기타 어패국류,38,
어묵콩나물국,,B0505039,국 및 탕류,기타 어패국류,39,
열무된장국,,B0502042,국 및 탕류,된장국류,42,
우거지된장국,,B0502043,국 및 탕류,된장국류,43,
연두부달걀탕,,B0503027,국 및 탕류,탕류,27,
연두부새우탕,,B0503028,국 및 탕류,탕류,28,
연포탕,305765.0,B0503029,국 및 탕류,탕류,29,연포탕
우렁된장국,,B0502044,국 및 탕류,된장국류,44,
염소탕,,B0503030,국 및 탕류,탕류,30,
오리백숙,,B0503031,국 및 탕류,탕류,31,
오리탕,,B0503032,국 및 탕류,탕류,32,
오이냉국,,B0504006,국 및 탕류,냉국류,6,
오이미역냉국,,B0504007,국 및 탕류,냉국류,7,
오이우무냉국,,B0504008,국 및 탕류,냉국류,8,
오이우뭇가사리냉국,,B0504009,국 및 탕류,냉국류,9,
오이지냉국,,B0504010,국 및 탕류,냉국류,10,
오징어국,,B0505040,국 및 탕류,기타 어패국류,40,
오징어김치국,,B0505041,국 및 탕류,기타 어패국류,41,
오징어새우국,,B0505042,국 및 탕류,기타 어패국류,42,
오징어콩나물국,,B0505043,국 및 탕류,기타 어패국류,43,
옻닭,,B0503033,국 및 탕류,탕류,33,
완탕,,B0503034,국 및 탕류,탕류,34,
우렁아욱된장국,,B0502045,국 및 탕류,된장국류,45,
우거지사골국,,B0506029,국 및 탕류,기타 육류국류,29,
우거지해장국,,B0506030,국 및 탕류,기타 육류국류,30,
유부된장국,,B0502046,국 및 탕류,된장국류,46,
조개된장국,,B0502047,국 및 탕류,된장국류,47,
우족탕,,B0503035,국 및 탕류,탕류,35,
조개배추된장국,,B0502048,국 및 탕류,된장국류,48,
유부버섯국,,B0507037,국 및 탕류,기타,37,
유부어묵국,,B0507038,국 및 탕류,기타,38,
유부우동국물,,B0507039,국 및 탕류,기타,39,
유부주머니어묵국,,B0507040,국 및 탕류,기타,40,
육개장,,B0506031,국 및 탕류,기타 육류국류,31,
장국,,B0507041,국 및 탕류,기타,41,
재첩국,,B0505044,국 및 탕류,기타 어패국류,44,
전복미역국,,B0505045,국 및 탕류,기타 어패국류,45,
전복삼계탕,,B0503036,국 및 탕류,탕류,36,
전복황태국,,B0505046,국 및 탕류,기타 어패국류,46,
청경채된장국,,B0502049,국 및 탕류,된장국류,49,
조개미역국,,B0505047,국 및 탕류,기타 어패국류,47,
조개배추국,,B0505048,국 및 탕류,기타 어패국류,48,
콩나물시금치된장국,,B0502050,국 및 탕류,된장국류,50,
조개콩나물국,,B0505049,국 및 탕류,기타 어패국류,49,
짬뽕국,,B0507042,국 및 탕류,기타,42,
참치미역국,,B0505050,국 및 탕류,기타 어패국류,50,
키조개아욱된장국,,B0502051,국 및 탕류,된장국류,51,
청경채맑은국,,B0501003,국 및 탕류,맑은국류,3,
초계탕,,B0504011,국 및 탕류,냉국류,11,
콩가루김치국,,B0507043,국 및 탕류,기타,43,
콩국,,B0507044,국 및 탕류,기타,44,
콩나물국,,B0507045,국 및 탕류,기타,45,콩나물국
콩나물냉국,,B0504012,국 및 탕류,냉국류,12,
팽이된장국,,B0502052,국 및 탕류,된장국류,52,
키조개국,,B0505051,국 및 탕류,기타 어패국류,51,
팽이미소국,,B0502053,국 및 탕류,된장국류,53,
탕국,,B0507046,국 및 탕류,기타,46,
토끼탕,249182.0,B0503037,국 및 탕류,탕류,37,
토란국,,B0507047,국 및 탕류,기타,47,
토란대국,,B0507048,국 및 탕류,기타,48,
팽이버섯유부된장국,,B0502054,국 및 탕류,된장국류,54,
호박된장국,,B0502055,국 및 탕류,된장국류,55,
호박버섯된장국,,B0502056,국 및 탕류,된장국류,56,
해물짬뽕국,,B0505052,국 및 탕류,기타 어패국류,52,
해장국,,B0506032,국 및 탕류,기타 육류국류,32,
호박국,,B0507049,국 및 탕류,기타,49,
호박잎된장국,,B0502057,국 및 탕류,된장국류,57,
호박맑은국,,B0501004,국 및 탕류,맑은국류,4,
감자된장찌개,,B0602001,찌개 및 전골류,된장찌개,1,
호박새우젓국,,B0507050,국 및 탕류,기타,50,
감자호박된장찌개,,B0602002,찌개 및 전골류,된장찌개,2,
홍합무국,,B0505053,국 및 탕류,기타 어패국류,53,
홍합미역국,,B0505054,국 및 탕류,기타 어패국류,54,
홍합탕,,B0503038,국 및 탕류,탕류,38,
황태곰탕,,B0503039,국 및 탕류,탕류,39,
황태미역국,,B0505055,국 및 탕류,기타 어패국류,55,
황태콩나물해장국,,B0505056,국 및 탕류,기타 어패국류,56,
황태해장국,,B0505057,국 및 탕류,기타 어패국류,57,
가자미매운탕,,B0603001,찌개 및 전골류,어패류,1,
갈비청국장찌개,,B0604001,찌개 및 전골류,육류,1,
갈치노가리김치찌개,,B0601001,찌개 및 전골류,김치찌개,1,
갈치두부찌개,,B0603002,찌개 및 전골류,어패류,2,
갈치찌개,,B0603003,찌개 및 전골류,어패류,3,
감자가지찌개,,B0605001,찌개 및 전골류,기타찌개류,1,
감자고추장찌개,,B0605002,찌개 및 전골류,기타찌개류,2,
강된장두부찌개,,B0602003,찌개 및 전골류,된장찌개,3,
감자찌개,,B0605003,찌개 및 전골류,기타찌개류,3,
강된장찌개,,B0602004,찌개 및 전골류,된장찌개,4,
꽃게된장찌개,,B0602005,찌개 및 전골류,된장찌개,5,
냉이달래된장찌개,,B0602006,찌개 및 전골류,된장찌개,6,
고등어김치찌개,,B0601002,찌개 및 전골류,김치찌개,2,
고등어찌개,,B0603004,찌개 및 전골류,어패류,4,
고등어추어탕,,B0603005,찌개 및 전골류,어패류,5,
고사리찌개,,B0605004,찌개 및 전골류,기타찌개류,4,
곱창전골,,B0606001,찌개 및 전골류,전골류,1,곱창전골
광어매운탕,,B0603006,찌개 및 전골류,어패류,6,
굴비매운탕,,B0603007,찌개 및 전골류,어패류,7,
김치찌개,,B0601003,찌개 및 전골류,김치찌개,3,
꼬치어묵탕,,B0603008,찌개 및 전골류,어패류,8,
꽁치김치찌개,,B0601004,찌개 및 전골류,김치찌개,4,
꽁치찌개,,B0603009,찌개 및 전골류,어패류,9,
냉이된장찌개,,B0602007,찌개 및 전골류,된장찌개,7,
꽃게탕,,B0603010,찌개 및 전골류,어패류,10,
낙곱새전골,,B0606002,찌개 및 전골류,전골류,2,
낙지쇠고기전골,,B0606003,찌개 및 전골류,전골류,3,
낙지전골,,B0606004,찌개 및 전골류,전골류,4,
느타리버섯된장찌개,,B0602008,찌개 및 전골류,된장찌개,8,
달래된장찌개,,B0602009,찌개 및 전골류,된장찌개,9,
노래미탕,,B0603011,찌개 및 전골류,어패류,11,
달래두부된장찌개,,B0602010,찌개 및 전골류,된장찌개,10,
된장찌개,,B0602011,찌개 및 전골류,된장찌개,11,
두부된장찌개,,B0602012,찌개 및 전골류,된장찌개,12,
닭볶음탕,308033.0,B0604002,찌개 및 전골류,육류,2,닭볶음탕
닭샤브샤브,,B0606005,찌개 및 전골류,전골류,5,
대구매운탕,,B0603012,찌개 및 전골류,어패류,12,
대구뽈탕,,B0603013,찌개 및 전골류,어패류,13,
대구지리탕,,B0603014,찌개 및 전골류,어패류,14,
도루묵찌개,,B0603015,찌개 및 전골류,어패류,15,
도미찌개,,B0603016,찌개 및 전골류,어패류,16,
돔찌개,,B0603017,찌개 및 전골류,어패류,17,
동자개시래기매운탕,,B0603018,찌개 및 전골류,어패류,18,
동태김치찌개,,B0601005,찌개 및 전골류,김치찌개,5,
동태찌개,,B0603019,찌개 및 전골류,어패류,19,
돼지갈비김치찌개,,B0601006,찌개 및 전골류,김치찌개,6,
돼지고기김치찌개,,B0601007,찌개 및 전골류,김치찌개,7,
돼지고기두부김치찌개,,B0601008,찌개 및 전골류,김치찌개,8,
돼지고기두부찌개,,B0604003,찌개 및 전골류,육류,3,
돼지고기버섯찌개,,B0604004,찌개 및 전골류,육류,4,
돼지고기비지찌개,,B0604005,찌개 및 전골류,육류,5,
돼지고기짜글이찌개,,B0604006,찌개 및 전골류,육류,6,
돼지고기찌개,,B0604007,찌개 및 전골류,육류,7,
돼지고기호박찌개,,B0604008,찌개 및 전골류,육류,8,
두부무된장찌개,,B0602013,찌개 및 전골류,된장찌개,13,
두부고추장찌개,,B0605005,찌개 및 전골류,기타찌개류,5,
두부김치찌개,,B0601009,찌개 및 전골류,김치찌개,9,
두부김치청국장찌개,,B0605006,찌개 및 전골류,기타찌개류,6,
두부버섯된장찌개,,B0602014,찌개 및 전골류,된장찌개,14,
두부호박된장찌개,,B0602015,찌개 및 전골류,된장찌개,15,
두부호박버섯된장찌개,,B0602016,찌개 및 전골류,된장찌개,16,
두부버섯전골,,B0606006,찌개 및 전골류,전골류,6,
두부버섯찌개,,B0605007,찌개 및 전골류,기타찌개류,7,
두부비지찌개,,B0605008,찌개 및 전골류,기타찌개류,8,
두부전골,,B0606007,찌개 및 전골류,전골류,7,
두부찌개,,B0605009,찌개 및 전골류,기타찌개류,9,
두부청국장찌개,,B0605010,찌개 및 전골류,기타찌개류,10,
무된장찌개,,B0602017,찌개 및 전골류,된장찌개,17,
무청된장찌개,,B0602018,찌개 및 전골류,된장찌개,18,
등갈비김치찌개,,B0601010,찌개 및 전골류,김치찌개,10,
매운탕,,B0603020,찌개 및 전골류,어패류,20,
메기매운탕,,B0603021,찌개 및 전골류,어패류,21,
멸치무찌개,,B0603022,찌개 및 전골류,어패류,22,
명태지리,,B0603023,찌개 및 전골류,어패류,23,
명태찌개,,B0603024,찌개 및 전골류,어패류,24,
바지락된장찌개,,B0602019,찌개 및 전골류,된장찌개,19,
방아된장찌개,,B0602020,찌개 및 전골류,된장찌개,20,
