분류,대분류,중분류,소분류,기존코드,신규코드,음식명,코드,중복확인,영양성분분석코드,분석명,학습폴더명,1
B,"나물, 숙채류",나물,17,B130117,B1301017,더덕순나물,B1301017,정상,,,,
B,"나물, 숙채류",나물,19,B130119,B1301019,도라지나물,B1301019,정상,133013,도라지나물,도라지나물,
B,"나물, 숙채류",나물,20,B130120,B1301020,두릅나물,B1301020,정상,,,,
B,"나물, 숙채류",나물,21,B130121,B1301021,들깨무나물,B1301021,정상,,,,
B,"나물, 숙채류",나물,22,B130122,B1301022,머위나물,B1301022,정상,133015,머위나물,,
B,"나물, 숙채류",나물,23,B130123,B1301023,머위대들깨나물,B1301023,정상,,,,
B,"나물, 숙채류",나물,24,B130124,B1301024,메밀나물,B1301024,정상,,,,
B,"나물, 숙채류",나물,25,B130125,B1301025,명아주나물,B1301025,정상,253405,명아주,,
B,"나물, 숙채류",나물,27,B130127,B1301027,무나물,B1301027,정상,307849,무나물,,
B,"나물, 숙채류",나물,28,B130128,B1301028,무청나물,B1301028,정상,,,,
B,"나물, 숙채류",나물,29,B130129,B1301029,물쑥나물,B1301029,정상,253992,데친 물쑥,,
B,"나물, 숙채류",나물,30,B130130,B1301030,미나리나물,B1301030,정상,133018,미나리나물,,
B,"나물, 숙채류",나물,31,B130131,B1301031,미나리숙주나물,B1301031,정상,,,,
B,"나물, 숙채류",나물,33,B130133,B1301033,미역나물,B1301033,정상,133019,미역나물,,
B,"나물, 숙채류",나물,34,B130134,B1301034,박나물,B1301034,정상,295086,박나물,,
B,"나물, 숙채류",나물,35,B130135,B1301035,"방풍나물,고추장",B1301035,정상,306629,방풍나물무침,,
B,"나물, 숙채류",나물,36,B130136,B1301036,"방풍나물,소금",B1301036,정상,305019,방풍나물,,
B,"나물, 숙채류",나물,37,B130137,B1301037,배추나물,B1301037,정상,133020,배추나물,,
B,"나물, 숙채류",나물,38,B130138,B1301038,배추된장나물,B1301038,정상,,,,
B,"나물, 숙채류",나물,39,B130139,B1301039,버섯나물,B1301039,정상,,,,
B,"나물, 숙채류",나물,40,B130140,B1301040,부지갱이나물,B1301040,정상,305201,부지갱이나물,,
B,"나물, 숙채류",나물,41,B130141,B1301041,부추나물,B1301041,정상,303700,부추나물,,
B,"나물, 숙채류",나물,42,B130142,B1301042,비름나물,B1301042,정상,133022,비름나물,,
B,"나물, 숙채류",나물,44,B130144,B1301044,"비름나물,고추장",B1301044,정상,304245,비름나물무침,,
B,"나물, 숙채류",나물,45,B130145,B1301045,뽕잎나물,B1301045,정상,,,,
B,"나물, 숙채류",나물,46,B130146,B1301046,새송이버섯나물,B1301046,정상,,,,
B,"나물, 숙채류",나물,47,B130147,B1301047,숙주나물,B1301047,정상,133024,숙주나물,,
B,"나물, 숙채류",나물,48,B130148,B1301048,숙주부추나물,B1301048,정상,133027,숙주부추나물,,
B,"나물, 숙채류",나물,49,B130149,B1301049,시금치나물,B1301049,정상,133028,시금치나물,시금치나물,
B,"나물, 숙채류",나물,50,B130150,B1301050,"시금치나물,고춧가루",B1301050,정상,133028,시금치나물,시금치나물,
B,"나물, 숙채류",나물,51,B130151,B1301051,"시금치나물,된장",B1301051,정상,133028,시금치나물,시금치나물,
B,"나물, 숙채류",나물,52,B130152,B1301052,"시금치나물,두부",B1301052,정상,,,,
B,"나물, 숙채류",나물,53,B130153,B1301053,"시금치나물,들깨가루",B1301053,정상,,,,
B,"나물, 숙채류",나물,54,B130154,B1301054,시금치된장나물,B1301054,정상,,,,
B,"나물, 숙채류",나물,55,B130155,B1301055,시래기나물,B1301055,정상,133029,시래기나물,,
B,"나물, 숙채류",나물,56,B130156,B1301056,시래기된장나물,B1301056,정상,,,,
B,"나물, 숙채류",나물,57,B130157,B1301057,싸리버섯나물,B1301057,정상,,,,
B,"나물, 숙채류",나물,58,B130158,B1301058,쑥갓나물,B1301058,정상,133030,쑥갓나물,,
B,"나물, 숙채류",나물,59,B130159,B1301059,씀바귀나물,B1301059,정상,133031,씀바귀나물,,
B,"나물, 숙채류",나물,60,B130160,B1301060,아주까리나물,B1301060,정상,291793,아주까리나물볶음,,
B,"나물, 숙채류",나물,61,B130161,B1301061,양배추나물,B1301061,정상,,,,
B,"나물, 숙채류",나물,62,B130162,B1301062,얼갈이나물,B1301062,정상,295977,얼갈이된장나물,,
B,"나물, 숙채류",나물,63,B130163,B1301063,엄나무순나물,B1301063,정상,305330,데친 엄나무 잎,,
B,"나물, 숙채류",나물,64,B130164,B1301064,열무나물,B1301064,정상,,,,
B,"나물, 숙채류",나물,65,B130165,B1301065,오가피나물,B1301065,정상,304611,오가피나물,,
B,"나물, 숙채류",나물,67,B130167,B1301067,오이나물,B1301067,정상,,,,
B,"나물, 숙채류",나물,68,B130168,B1301068,우거지나물,B1301068,정상,304316,우거지나물,,
B,"나물, 숙채류",나물,69,B130169,B1301069,원추리나물,B1301069,정상,303461,원추리 나물,,
B,"나물, 숙채류",나물,71,B130171,B1301071,유채나물,B1301071,정상,295833,동초나물 (유채나물),,
B,"나물, 숙채류",나물,72,B130172,B1301072,죽순나물,B1301072,정상,,,,
B,"나물, 숙채류",나물,73,B130173,B1301073,토란나물,B1301073,정상,,,,
B,"나물, 숙채류",나물,74,B130174,B1301074,토란대나물,B1301074,정상,305803,토란대무침,,
B,"나물, 숙채류",나물,75,B130175,B1301075,토란대들깨나물,B1301075,정상,,,,
B,"나물, 숙채류",나물,76,B130176,B1301076,톳나물,B1301076,정상,131034,톳나물,,
B,"나물, 숙채류",나물,77,B130177,B1301077,파나물,B1301077,정상,303696,파나물,,
B,"나물, 숙채류",나물,78,B130178,B1301078,표고버섯나물,B1301078,정상,,,,
B,"나물, 숙채류",나물,79,B130179,B1301079,호박고지나물,B1301079,정상,301808,호박고지나물,,
B,"나물, 숙채류",나물,80,B130180,B1301080,호박나물,B1301080,정상,307659,호박나물,호박나물,
B,"생채, 무침류",어패류무침,01,B140301,B1403001,가오리회무침,B1403001,정상,,,,
B,"생채, 무침류",어패류무침,02,B140302,B1403002,가자미회무침,B1403002,정상,,,,
B,"생채, 무침류",채소류,01,B140401,B1404001,가지표고버섯무침,B1404001,정상,,,,
B,"생채, 무침류",샐러드,01,B140701,B1407001,감자샐러드,B1407001,정상,,,,
B,"생채, 무침류",샐러드,02,B140702,B1407002,감자옥수수샐러드,B1407002,정상,,,,
B,"생채, 무침류",기타류,01,B140501,B1405001,감태무침,B1405001,정상,,,,
B,"생채, 무침류",기타류,02,B140502,B1405002,감태초무침,B1405002,정상,,,,
B,"생채, 무침류",어패류무침,03,B140303,B1403003,갑오징어초무침,B1403003,정상,,,,
B,"생채, 무침류",기타류,03,B140503,B1405003,건두부무침,B1405003,정상,,,,
B,"생채, 무침류",어패류무침,04,B140304,B1403004,건망둑어무침,B1403004,정상,,,,
B,"생채, 무침류",어패류무침,05,B140305,B1403005,건새우오징어채무침,B1403005,정상,,,,
B,"생채, 무침류",기타류,04,B140504,B1405004,건파래무침,B1405004,정상,,,,
B,"생채, 무침류",어패류무침,06,B140306,B1403006,게맛살브로콜리무침,B1403006,정상,,,,
B,"생채, 무침류",샐러드,03,B140703,B1407003,게맛살샐러드,B1407003,정상,302917,게살샐러드,게맛살샐러드,
B,"생채, 무침류",샐러드,04,B140704,B1407004,고구마과일샐러드,B1407004,정상,,,,
B,"생채, 무침류",샐러드,05,B140705,B1407005,고구마단호박샐러드,B1407005,정상,,,,
B,"생채, 무침류",생채,01,B140101,B1401001,고구마무생채무침,B1401001,정상,,,,
B,"생채, 무침류",샐러드,06,B140706,B1407006,고구마샐러드,B1407006,정상,,,,
B,"생채, 무침류",채소류,02,B140402,B1404002,고들빼기무침,B1404002,정상,,,,
B,"생채, 무침류",채소류,03,B140403,B1404003,고추된장무침,B1404003,정상,,,,
B,"생채, 무침류",채소류,04,B140404,B1404004,고추양념젓갈무침,B1404004,정상,,,,
B,"생채, 무침류",채소류,05,B140405,B1404005,고추장아찌무침,B1404005,정상,,,,
B,"생채, 무침류",채소류,06,B140406,B1404006,고춧잎무침,B1404006,정상,,,,
B,"생채, 무침류",기타류,05,B140505,B1405005,곤약무침,B1405005,정상,,,,
B,"생채, 무침류",샐러드,07,B140707,B1407007,곤약샐러드,B1407007,정상,,,,
B,"생채, 무침류",어패류무침,07,B140307,B1403007,골뱅이무침,B1403007,정상,134002,골뱅이무침,골뱅이무침,
B,"생채, 무침류",어패류무침,08,B140308,B1403008,골뱅이소면무침,B1403008,정상,,,,
B,"생채, 무침류",기타류,06,B140506,B1405006,곰피무침,B1405006,정상,,,,
B,"생채, 무침류",샐러드,08,B140708,B1407008,과일샐러드,B1407008,정상,,,,
B,"생채, 무침류",샐러드,09,B140709,B1407009,과일채소샐러드,B1407009,정상,,,,
B,"생채, 무침류",생채,02,B140102,B1401002,굴무생채,B1401002,정상,,,,
B,"생채, 무침류",어패류무침,09,B140309,B1403009,굴무침,B1403009,정상,,,,
B,"생채, 무침류",채소류,07,B140407,B1404007,근대된장무침,B1404007,정상,,,,
B,"생채, 무침류",기타류,07,B140507,B1405007,김무침,B1405007,정상,,,,
B,"생채, 무침류",채소류,08,B140408,B1404008,깻잎무말랭이무침,B1404008,정상,,,,
B,"생채, 무침류",채소류,09,B140409,B1404009,깻잎양념무침,B1404009,정상,,,,
B,"생채, 무침류",채소류,10,B140410,B1404010,꼬들단무지무침,B1404010,정상,,,,
B,"생채, 무침류",어패류무침,10,B140310,B1403010,꼬막무침,B1403010,정상,,,,
B,"생채, 무침류",기타류,08,B140508,B1405008,꼬시래기무침,B1405008,정상,,,,
B,"생채, 무침류",어패류무침,11,B140311,B1403011,꽃게무침,B1403011,정상,,,,
B,"생채, 무침류",채소류,11,B140411,B1404011,꽈리고추무침,B1404011,정상,,,,
B,"생채, 무침류",어패류무침,12,B140312,B1403012,낙지무침,B1403012,정상,,,,
B,"생채, 무침류",채소류,12,B140412,B1404012,냉이김무침,B1404012,정상,,,,
B,"생채, 무침류",채소류,13,B140413,B1404013,냉이된장무침,B1404013,정상,,,,
B,"생채, 무침류",채소류,14,B140414,B1404014,냉이초무침,B1404014,정상,,,,
B,"생채, 무침류",냉채,01,B140601,B1406001,냉채,B1406001,정상,,,,
B,"생채, 무침류",냉채,02,B140602,B1406002,냉채족발,B1406002,정상,,,,
B,"생채, 무침류",채소류,15,B140415,B1404015,노각무침,B1404015,정상,,,,
B,"생채, 무침류",생채,03,B140103,B1401003,노각생채,B1401003,정상,,,,
B,"생채, 무침류",기타류,09,B140509,B1405009,다시마무침,B1405009,정상,,,,
B,"생채, 무침류",샐러드,10,B140710,B1407010,단감샐러드,B1407010,정상,,,,
B,"생채, 무침류",채소류,16,B140416,B1404016,단무지무침,B1404016,정상,,,,
B,"생채, 무침류",샐러드,11,B140711,B1407011,단호박사과샐러드,B1407011,정상,,,,
B,"생채, 무침류",샐러드,12,B140712,B1407012,단호박샐러드,B1407012,정상,,,,
B,"생채, 무침류",채소류,17,B140417,B1404017,달래무침,B1404017,정상,,,,
B,"생채, 무침류",채소류,18,B140418,B1404018,달래오이무침,B1404018,정상,,,,
B,"생채, 무침류",샐러드,13,B140713,B1407013,닭가슴살샐러드,B1407013,정상,,,,
B,"생채, 무침류",샐러드,14,B140714,B1407014,닭가슴살시저샐러드,B1407014,정상,,,,
B,"생채, 무침류",생채,04,B140104,B1401004,당귀생채,B1401004,정상,,,,
B,"생채, 무침류",샐러드,15,B140715,B1407015,당근사과샐러드,B1407015,정상,,,,
B,"생채, 무침류",어패류무침,13,B140313,B1403013,대구포무침,B1403013,정상,,,,
B,"생채, 무침류",채소류,19,B140419,B1404019,대파무침,B1404019,정상,,,,
B,"생채, 무침류",샐러드,16,B140716,B1407016,대패삼겹살샐러드,B1407016,정상,,,,
B,"생채, 무침류",생채,05,B140105,B1401005,더덕도라지생채,B1401005,정상,,,,
B,"생채, 무침류",채소류,20,B140420,B1404020,더덕무침,B1404020,정상,,,,
B,"생채, 무침류",채소류,21,B140421,B1404021,더덕영양부추무침,B1404021,정상,,,,
B,"생채, 무침류",물회,01,B140801,B1408001,도다리물회,B1408001,정상,,,,
B,"생채, 무침류",채소류,22,B140422,B1404022,도라지무침,B1404022,정상,131006,도라지무침,도라지무침,
B,"생채, 무침류",채소류,23,B140423,B1404023,도라지오이무침,B1404023,정상,,,,
B,"생채, 무침류",기타류,10,B140510,B1405010,도토리묵깻잎무침,B1405010,정상,,,,
B,"생채, 무침류",기타류,11,B140511,B1405011,도토리묵무침,B1405011,정상,,,,
B,"생채, 무침류",기타류,12,B140512,B1405012,도토리묵상추무침,B1405012,정상,,,,
B,"생채, 무침류",기타류,13,B140513,B1405013,도토리묵참나물들깨무침,B1405013,정상,,,,
B,"생채, 무침류",샐러드,17,B140717,B1407017,돈가스샐러드,B1407017,정상,,,,
B,"생채, 무침류",채소류,24,B140424,B1404024,돌나물무침,B1404024,정상,,,,
B,"생채, 무침류",육류무침,01,B140201,B1402001,돼지껍데기무침,B1402001,정상,,,,
B,"생채, 무침류",채소류,25,B140425,B1404025,두릅무침,B1404025,정상,,,,
B,"생채, 무침류",채소류,26,B140426,B1404026,두부브로콜리무침,B1404026,정상,,,,
B,"생채, 무침류",냉채,03,B140603,B1406003,들깨소스느타리버섯냉채,B1406003,정상,,,,
B,"생채, 무침류",샐러드,18,B140718,B1407018,리코타치즈샐러드,B1407018,정상,,,,
B,"생채, 무침류",채소류,27,B140427,B1404027,마늘쫑무침,B1404027,정상,,,,
B,"생채, 무침류",샐러드,19,B140719,B1407019,마샐러드,B1407019,정상,,,,
B,"생채, 무침류",샐러드,20,B140720,B1407020,마카로니샐러드,B1407020,정상,,,,
B,"생채, 무침류",샐러드,21,B140721,B1407021,만다린샐러드,B1407021,정상,,,,
B,"생채, 무침류",채소류,28,B140428,B1404028,"말린오이무침,고춧가루",B1404028,정상,,,,
B,"생채, 무침류",샐러드,22,B140722,B1407022,망고샐러드,B1407022,정상,,,망고샐러드,
B,"생채, 무침류",기타류,14,B140514,B1405014,매생이무침,B1405014,정상,,,,
B,"생채, 무침류",샐러드,23,B140723,B1407023,매쉬드포테이토,B1407023,정상,,,,
B,"생채, 무침류",샐러드,24,B140724,B1407024,맥시칸샐러드,B1407024,정상,,,,
B,"생채, 무침류",채소류,29,B140429,B1404029,머위된장무침,B1404029,정상,,,,
B,"생채, 무침류",기타류,15,B140515,B1405015,메밀묵무침,B1405015,정상,,,,
B,"생채, 무침류",어패류무침,14,B140314,B1403014,멸치무침,B1403014,정상,,,,
B,"생채, 무침류",어패류무침,15,B140315,B1403015,멸치회무침,B1403015,정상,,,,
B,"생채, 무침류",채소류,30,B140430,B1404030,명엽채고추장무침,B1404030,정상,,,,
B,"생채, 무침류",어패류무침,16,B140316,B1403016,명태무침,B1403016,정상,,,,
B,"생채, 무침류",어패류무침,17,B140317,B1403017,명태포무침,B1403017,정상,,,,
B,"생채, 무침류",어패류무침,18,B140318,B1403018,명태회무침,B1403018,정상,,,,
B,"생채, 무침류",기타류,16,B140516,B1405016,모자반무침,B1405016,정상,,,,
B,"생채, 무침류",기타류,17,B140517,B1405017,목이버섯무침,B1405017,정상,,,,
B,"생채, 무침류",채소류,31,B140431,B1404031,무말랭이고춧잎무침,B1404031,정상,,,,
B,"생채, 무침류",채소류,32,B140432,B1404032,무말랭이무침,B1404032,정상,131012,무말랭이무침,,
B,"생채, 무침류",생채,06,B140106,B1401006,무생채,B1401006,정상,131014,무생채,,
B,"생채, 무침류",채소류,33,B140433,B1404033,무장아찌무침,B1404033,정상,,,,
B,"생채, 무침류",기타류,18,B140518,B1405018,묵무침,B1405018,정상,,,,
B,"생채, 무침류",어패류무침,19,B140319,B1403019,문어무침,B1403019,정상,,,,
B,"생채, 무침류",기타류,19,B140519,B1405019,물미역무침,B1405019,정상,,,,
B,"생채, 무침류",물회,02,B140802,B1408002,물회,B1408002,정상,,,물회,
B,"생채, 무침류",생채,07,B140107,B1401007,미나리무생채,B1401007,정상,,,,
B,"생채, 무침류",채소류,34,B140434,B1404034,미나리무침,B1404034,정상,,,,
B,"생채, 무침류",샐러드,25,B140725,B1407025,미나리샐러드,B1407025,정상,,,,
B,"생채, 무침류",생채,08,B140108,B1401008,미나리생채,B1401008,정상,,,,
B,"생채, 무침류",기타류,20,B140520,B1405020,미역귀무침,B1405020,정상,,,,
B,"생채, 무침류",기타류,21,B140521,B1405021,미역무침,B1405021,정상,,,,
B,"생채, 무침류",기타류,22,B140522,B1405022,미역오이초무침,B1405022,정상,,,,
B,"생채, 무침류",생채,09,B140109,B1401009,미역오징어초무침,B1401009,정상,,,,
B,"생채, 무침류",채소류,35,B140435,B1404035,민들레꽃무침,B1404035,정상,,,,
B,"생채, 무침류",채소류,36,B140436,B1404036,민들레나물무침,B1404036,정상,,,,
B,"생채, 무침류",샐러드,26,B140726,B1407026,방울토마토치즈샐러드,B1407026,정상,,,,
B,"생채, 무침류",채소류,37,B140437,B1404037,방풍나물무침,B1404037,정상,,,,
B,"생채, 무침류",채소류,38,B140438,B1404038,배추김치무침,B1404038,정상,,,,
B,"생채, 무침류",어패류무침,20,B140320,B1403020,뱅어포무침,B1403020,정상,,,,
B,"생채, 무침류",기타류,23,B140523,B1405023,버섯무침,B1405023,정상,,,,
B,"생채, 무침류",샐러드,27,B140727,B1407027,버섯샐러드,B1407027,정상,,,,
B,"생채, 무침류",어패류무침,21,B140321,B1403021,복어껍질무침,B1403021,정상,,,,
B,"생채, 무침류",채소류,39,B140439,B1404039,봄동나물무침,B1404039,정상,,,,
B,"생채, 무침류",채소류,40,B140440,B1404040,부추달래무침,B1404040,정상,,,,
B,"생채, 무침류",채소류,41,B140441,B1404041,부추무침,B1404041,정상,306674,부추무침,,
B,"생채, 무침류",채소류,42,B140442,B1404042,"부추무침,부추만",B1404042,정상,,,,
B,"생채, 무침류",어패류무침,22,B140322,B1403022,북어무침,B1403022,정상,,,,
B,"생채, 무침류",어패류무침,23,B140323,B1403023,북어채골뱅이무침,B1403023,정상,,,,
B,"생채, 무침류",어패류무침,24,B140324,B1403024,북어채도라지무침,B1403024,정상,,,,
B,"생채, 무침류",채소류,43,B140443,B1404043,브로콜리깨소스무침,B1404043,정상,,,,
B,"생채, 무침류",채소류,44,B140444,B1404044,브로콜리돌나물무침,B1404044,정상,,,,
