분류,대분류,중분류,소분류,기존코드,신규코드,음식명,코드,중복확인,영양성분분석코드,분석명,학습폴더명,1
A,유제품류 및 빙과류,유제품,09,A190109,A1901009,블루베리요거트,A1901009,정상,,,,
A,유제품류 및 빙과류,유제품,10,A190110,A1901010,블루베리우유,A1901010,정상,,,,
A,유제품류 및 빙과류,유제품,11,A190111,A1901011,생크림,A1901011,정상,,,,
A,유제품류 및 빙과류,유제품,12,A190112,A1901012,스트링치즈,A1901012,정상,,,,
A,유제품류 및 빙과류,유제품,13,A190113,A1901013,슬라이스치즈,A1901013,정상,,,,
A,유제품류 및 빙과류,유제품,14,A190114,A1901014,아로니아우유,A1901014,정상,,,,
B,유제품류 및 빙과류,빙과류,10,B190210,B1902010,인절미팥빙수,B1902010,정상,,,,
A,유제품류 및 빙과류,유제품,15,A190115,A1901015,액상요구르트,A1901015,정상,,,,
A,유제품류 및 빙과류,유제품,16,A190116,A1901016,요구르트,A1901016,정상,,,,
A,유제품류 및 빙과류,유제품,17,A190117,A1901017,우유,A1901017,정상,,,,
B,유제품류 및 빙과류,빙과류,11,B190211,B1902011,초코아이스크림,B1902011,정상,,,,
A,유제품류 및 빙과류,유제품,18,A190118,A1901018,저지방우유,A1901018,정상,,,,
A,유제품류 및 빙과류,유제품,19,A190119,A1901019,체다치즈,A1901019,정상,,,,
B,유제품류 및 빙과류,빙과류,12,B190212,B1902012,팥빙수,B1902012,정상,,,,
A,유제품류 및 빙과류,유제품,20,A190120,A1901020,초코우유,A1901020,정상,,,,
A,유제품류 및 빙과류,유제품,21,A190121,A1901021,치즈,A1901021,정상,,,,
A,유제품류 및 빙과류,유제품,22,A190122,A1901022,커스터드크림,A1901022,정상,,,,
A,유제품류 및 빙과류,유제품,23,A190123,A1901023,커피우유,A1901023,정상,,,,
A,유제품류 및 빙과류,유제품,24,A190124,A1901024,크림치즈,A1901024,정상,,,,
A,음료 및 차류,차류,01,A200201,A2002001,국화차,A2002001,정상,,,,
A,유제품류 및 빙과류,유제품,25,A190125,A1901025,호상요구르트,A1901025,정상,,,,
A,유제품류 및 빙과류,유제품,26,A190126,A1901026,흰우유,A1901026,정상,,,,
A,음료 및 차류,"주스,즙류",01,A200301,A2003001,감귤주스,A2003001,정상,,,,
A,음료 및 차류,음료류,01,A200401,A2004001,검은콩두유,A2004001,정상,,,,
A,음료 및 차류,커피류,01,A200101,A2001001,고구마라떼,A2001001,정상,,,,
A,음료 및 차류,"주스,즙류",02,A200302,A2003002,과일주스,A2003002,정상,,,,
A,음료 및 차류,"주스,즙류",03,A200303,A2003003,과채주스,A2003003,정상,,,,
A,음료 및 차류,차류,02,A200202,A2002002,꿀차,A2002002,정상,,,,
A,음료 및 차류,커피류,02,A200102,A2001002,까페라떼,A2001002,정상,,,,
A,음료 및 차류,차류,03,A200203,A2002003,녹차,A2002003,정상,,,,
A,음료 및 차류,"주스,즙류",04,A200304,A2003004,노니주스,A2003004,정상,,,,
A,음료 및 차류,"주스,즙류",05,A200305,A2003005,녹즙,A2003005,정상,,,,
A,음료 및 차류,차류,04,A200204,A2002004,대추차,A2002004,정상,,,,
A,음료 및 차류,커피류,03,A200103,A2001003,녹차라떼,A2001003,정상,,,,
A,음료 및 차류,"주스,즙류",06,A200306,A2003006,당근주스,A2003006,정상,,,,
A,음료 및 차류,차류,05,A200205,A2002005,도라지차,A2002005,정상,,,,
A,음료 및 차류,차류,06,A200206,A2002006,둥굴레차,A2002006,정상,,,,
A,음료 및 차류,음료류,02,A200402,A2004002,두유,A2004002,정상,,,,
A,음료 및 차류,차류,07,A200207,A2002007,레몬차,A2002007,정상,,,,
A,음료 및 차류,"주스,즙류",07,A200307,A2003007,딸기바나나주스,A2003007,정상,,,,
A,음료 및 차류,"주스,즙류",08,A200308,A2003008,딸기주스,A2003008,정상,,,,
A,음료 및 차류,커피류,04,A200104,A2001004,라떼,A2001004,정상,,,,
A,음료 및 차류,음료류,03,A200403,A2004003,레모네이드,A2004003,정상,,,,
A,음료 및 차류,차류,08,A200208,A2002008,마차,A2002008,정상,,,,
A,음료 및 차류,"주스,즙류",09,A200309,A2003009,마주스,A2003009,정상,,,,
A,음료 및 차류,차류,09,A200209,A2002009,마테차,A2002009,정상,,,,
A,음료 및 차류,차류,10,A200210,A2002010,매실차,A2002010,정상,,,,
A,음료 및 차류,음료류,04,A200404,A2004004,망고스무디,A2004004,정상,,,,
A,음료 및 차류,"주스,즙류",10,A200310,A2003010,망고주스,A2003010,정상,,,,
A,음료 및 차류,음료류,05,A200405,A2004005,매실음료,A2004005,정상,,,,
A,음료 및 차류,차류,11,A200211,A2002011,메밀차,A2002011,정상,,,,
A,음료 및 차류,차류,28,A200228,A2002028,모과차,A2002028,정상,,,,
A,음료 및 차류,차류,12,A200212,A2002012,밀크티,A2002012,정상,,,,
A,음료 및 차류,커피류,06,A200106,A2001006,밀크커피,A2001006,정상,,,,
A,음료 및 차류,차류,13,A200213,A2002013,보리차,A2002013,정상,,,,
A,음료 및 차류,"주스,즙류",11,A200311,A2003011,바나나주스,A2003011,정상,,,,
A,음료 및 차류,커피류,07,A200107,A2001007,바닐라라떼,A2001007,정상,,,,
A,음료 및 차류,"주스,즙류",12,A200312,A2003012,배즙,A2003012,정상,,,,
A,음료 및 차류,차류,14,A200214,A2002014,보이차,A2002014,정상,,,,
A,음료 및 차류,차류,15,A200215,A2002015,생강차,A2002015,정상,,,,
A,음료 및 차류,음료류,06,A200406,A2004006,복숭아아이스티,A2004006,정상,,,,
A,음료 및 차류,커피류,08,A200108,A2001008,블랙커피,A2001008,정상,,,,
A,음료 및 차류,음료류,07,A200407,A2004007,블루베리스무디,A2004007,정상,,,,
A,음료 및 차류,"주스,즙류",13,A200313,A2003013,블루베리주스,A2003013,정상,,,,
A,음료 및 차류,"주스,즙류",14,A200314,A2003014,비트주스,A2003014,정상,,,,
A,음료 및 차류,"주스,즙류",15,A200315,A2003015,사과당근주스,A2003015,정상,,,,
A,음료 및 차류,"주스,즙류",16,A200316,A2003016,사과주스,A2003016,정상,,,,
A,음료 및 차류,"주스,즙류",17,A200317,A2003017,사과즙,A2003017,정상,,,,
A,음료 및 차류,음료류,08,A200408,A2004008,사이다,A2004008,정상,,,,
A,음료 및 차류,차류,16,A200216,A2002016,쌍화차,A2002016,정상,,,,
A,음료 및 차류,"주스,즙류",18,A200318,A2003018,생과일주스,A2003018,정상,,,,
A,음료 및 차류,"주스,즙류",19,A200319,A2003019,석류즙,A2003019,정상,,,,
A,음료 및 차류,음료류,09,A200409,A2004009,선식,A2004009,정상,,,,
A,음료 및 차류,"주스,즙류",20,A200320,A2003020,수박주스,A2003020,정상,,,,
B,음료 및 차류,음료류,10,B200410,B2004010,수박화채,B2004010,정상,,,,
A,음료 및 차류,음료류,11,A200411,A2004011,수정과,A2004011,정상,,,,
A,음료 및 차류,음료류,12,A200412,A2004012,쉐이크,A2004012,정상,,,,
A,음료 및 차류,음료류,13,A200413,A2004013,식초음료,A2004013,정상,,,,
A,음료 및 차류,음료류,14,A200414,A2004014,식혜,A2004014,정상,201019,식혜,식혜,
A,음료 및 차류,차류,17,A200217,A2002017,오미자차,A2002017,정상,,,,
A,음료 및 차류,"주스,즙류",21,A200321,A2003021,아로니아주스,A2003021,정상,,,,
A,음료 및 차류,"주스,즙류",22,A200322,A2003022,아사이베리주스,A2003022,정상,,,,
A,음료 및 차류,커피류,09,A200109,A2001009,아이스라떼,A2001009,정상,,,,
A,음료 및 차류,커피류,10,A200110,A2001010,아이스바닐라라떼,A2001010,정상,,,,
A,음료 및 차류,커피류,11,A200111,A2001011,아이스블랙커피,A2001011,정상,,,,
A,음료 및 차류,커피류,12,A200112,A2001012,아이스설탕커피,A2001012,정상,,,,
A,음료 및 차류,커피류,13,A200113,A2001013,아이스커피,A2001013,정상,,,,
A,음료 및 차류,음료류,15,A200415,A2004015,아이스티,A2004015,정상,,,,
A,음료 및 차류,"주스,즙류",23,A200323,A2003023,알로에주스,A2003023,정상,,,,
A,음료 및 차류,"주스,즙류",24,A200324,A2003024,양배추즙,A2003024,정상,,,,
A,음료 및 차류,"주스,즙류",25,A200325,A2003025,양파즙,A2003025,정상,,,,
A,음료 및 차류,음료류,16,A200416,A2004016,오디주스,A2004016,정상,,,,
A,음료 및 차류,음료류,17,A200417,A2004017,오렌지에이드,A2004017,정상,,,,
A,음료 및 차류,"주스,즙류",26,A200326,A2003026,오렌지주스,A2003026,정상,,,,
A,음료 및 차류,차류,18,A200218,A2002018,옥수수수염차,A2002018,정상,,,,
A,음료 및 차류,차류,19,A200219,A2002019,우엉차,A2002019,정상,,,,
A,음료 및 차류,차류,20,A200220,A2002020,유자차,A2002020,정상,,,,
A,음료 및 차류,차류,21,A200221,A2002021,율무차,A2002021,정상,,,,
A,음료 및 차류,차류,22,A200222,A2002022,코코아,A2002022,정상,,,,
A,음료 및 차류,음료류,18,A200418,A2004018,이온음료,A2004018,정상,,,,
A,음료 및 차류,"주스,즙류",27,A200327,A2003027,인삼주스,A2003027,정상,,,,
A,음료 및 차류,커피류,14,A200114,A2001014,인삼차,A2001014,정상,,,,
A,음료 및 차류,음료류,19,A200419,A2004019,자몽에이드,A2004019,정상,,,,
A,음료 및 차류,"주스,즙류",28,A200328,A2003028,자몽주스,A2003028,정상,,,,
A,음료 및 차류,"주스,즙류",29,A200329,A2003029,주스,A2003029,정상,,,,
A,음료 및 차류,"주스,즙류",30,A200330,A2003030,채소주스,A2003030,정상,,,,
A,음료 및 차류,"주스,즙류",31,A200331,A2003031,칡즙,A2003031,정상,,,,
A,음료 및 차류,커피류,15,A200115,A2001015,카카오닙스차,A2001015,정상,,,,
A,음료 및 차류,커피류,16,A200116,A2001016,카페라떼,A2001016,정상,,,,
A,음료 및 차류,커피류,17,A200117,A2001017,"카페모카,휘핑크림",A2001017,정상,,,,
A,음료 및 차류,커피류,18,A200118,A2001018,카푸치노,A2001018,정상,,,,
A,음료 및 차류,커피류,19,A200119,A2001019,캐러멜마끼아또,A2001019,정상,,,,
A,음료 및 차류,커피류,21,A200121,A2001021,커피,A2001021,정상,,,,
A,음료 및 차류,차류,23,A200223,A2002023,허브차,A2002023,정상,,,,
A,음료 및 차류,"주스,즙류",32,A200332,A2003032,키위주스,A2003032,정상,,,,
A,음료 및 차류,음료류,20,A200420,A2004020,탄산음료,A2004020,정상,,,,
A,음료 및 차류,"주스,즙류",33,A200333,A2003033,토마토주스,A2003033,정상,,,,
A,음료 및 차류,음료류,21,A200421,A2004021,펩시콜라,A2004021,정상,,,,
A,음료 및 차류,"주스,즙류",34,A200334,A2003034,포도주스,A2003034,정상,,,,
A,음료 및 차류,"주스,즙류",35,A200335,A2003035,포도즙,A2003035,정상,,,,
A,음료 및 차류,음료류,22,A200422,A2004022,핫초코,A2004022,정상,,,,
A,음료 및 차류,"주스,즙류",36,A200336,A2003036,해독주스,A2003036,정상,,,,
A,음료 및 차류,차류,24,A200224,A2002024,현미녹차,A2002024,정상,,,,
A,음료 및 차류,차류,25,A200225,A2002025,홍삼차,A2002025,정상,,,,
A,음료 및 차류,음료류,23,A200423,A2004023,호박식혜,A2004023,정상,,,,
A,음료 및 차류,"주스,즙류",37,A200337,A2003037,호박즙,A2003037,정상,,,,
A,음료 및 차류,"주스,즙류",38,A200338,A2003038,홍삼농축액,A2003038,정상,,,,
A,음료 및 차류,차류,26,A200226,A2002026,홍차,A2002026,정상,,,,
A,음료 및 차류,차류,27,A200227,A2002027,히비스커스차,A2002027,정상,,,,
B,음료 및 차류,음료류,25,B200425,B2004025,화채,B2004025,정상,,,,
B,밥류,잡곡밥,01,B010201,B0102001,강낭콩밥,B0102001,정상,,,,
A,과일류,과일류,01,A220101,A2201001,감,A2201001,정상,,,,
B,당류,당류,26,B230126,B2301026,브륄레,B2301026,정상,301872,크림브륄레,브륄레,
B,밥류,잡곡밥,02,B010202,B0102002,검은콩밥,B0102002,정상,,,,
A,"채소, 해조류",채소류,81,A260181,A2601081,달래,A2601081,정상,300911,생달래,달래,
A,"채소, 해조류",채소류,88,A260188,A2601088,마늘쫑,A2601088,정상,,,,
A,"채소, 해조류",채소류,82,A260182,A2601082,죽순,A2601082,정상,103028,죽순볶음,죽순,
A,수조어육류,기타가공류,10,A270410,A2704010,간(순대),A2704010,정상,226011,"돼지고기,간,삶은것",간,이름변경
A,수조어육류,어류,44,A270344,A2703044,대게,A2703044,정상,284786,대게 (생것),대게,
A,수조어육류,어류,43,A270343,A2703043,홍합,A2703043,정상,306262,홍합,홍합,
B,밥류,"볶음밥,덮밥",01,B010501,B0105001,쇠고기송이버섯덮밥,B0105001,정상,,,,
B,밥류,초밥,01,B010801,B0108001,가리비초밥,B0108001,정상,,,,
B,밥류,기타밥,01,B011101,B0111001,가지밥,B0111001,정상,,,,
B,밥류,기타밥,02,B011102,B0111002,가츠동,B0111002,정상,,,,
B,밥류,비빔밥,02,B010302,B0103002,간장계란밥,B0103002,정상,,,,
B,밥류,비빔밥,01,B010301,B0103001,간장비빔밥,B0103001,정상,,,,
B,밥류,초밥,02,B010802,B0108002,간장새우초밥,B0108002,정상,,,,
B,밥류,김밥,01,B010601,B0106001,갈비김밥,B0106001,정상,,,,
B,밥류,기타밥,03,B011103,B0111003,감자밥,B0111003,정상,,,,
B,밥류,"볶음밥,덮밥",01,B010401,B0104001,감자볶음밥,B0104001,정상,,,,
B,밥류,김밥,02,B010602,B0106002,감태김밥,B0106002,정상,,,,
B,밥류,초밥,03,B010803,B0108003,갑오징어초밥,B0108003,정상,,,,
B,밥류,잡곡밥,03,B010203,B0102003,귀리밥,B0102003,정상,,,,
B,밥류,기타밥,04,B011104,B0111004,강황밥,B0111004,정상,306089,강황밥,강황밥,
B,밥류,잡곡밥,04,B010204,B0102004,기장밥,B0102004,정상,,,,
B,밥류,초밥,04,B010804,B0108004,게맛살롤,B0108004,정상,,,,
B,밥류,"볶음밥,덮밥",02,B010402,B0104002,게맛살채소볶음밥,B0104002,정상,,,,
B,밥류,초밥,05,B010805,B0108005,게맛살초밥,B0108005,정상,,,게맛살초밥,
B,밥류,"볶음밥,덮밥",03,B010403,B0104003,게살볶음밥,B0104003,정상,,,,
B,밥류,"볶음밥,덮밥",04,B010404,B0104004,게살새우볶음밥,B0104004,정상,,,,
B,밥류,비빔밥,03,B010303,B0103003,게장비빔밥,B0103003,정상,,,,
B,밥류,기타밥,05,B011105,B0111005,고구마밥,B0111005,정상,,,,
B,밥류,김밥,03,B010603,B0106003,고추김밥,B0106003,정상,,,,
B,밥류,"볶음밥,덮밥",05,B010405,B0104005,고추잡채밥,B0104005,정상,,,,
B,밥류,"볶음밥,덮밥",06,B010406,B0104006,고추장삼겹살덮밥,B0104006,정상,,,,
B,밥류,기타밥,06,B011106,B0111006,곤드레밥,B0111006,정상,306481,곤드레밥,곤드레밥,
B,밥류,초밥,06,B010806,B0108006,관자초밥,B0108006,정상,,,,
B,밥류,기타밥,07,B011107,B0111007,관자크림리조또,B0111007,정상,,,,
B,밥류,초밥,07,B010807,B0108007,광어초밥,B0108007,정상,,,,
B,밥류,국밥,01,B010901,B0109001,국밥,B0109001,정상,,,,
B,밥류,국밥,02,B010902,B0109002,굴국밥,B0109002,정상,,,,
B,밥류,기타밥,08,B011108,B0111008,굴밥,B0111008,정상,,,,
B,밥류,잡곡밥,05,B010205,B0102005,녹두밥,B0102005,정상,,,,
B,밥류,기타밥,09,B011109,B0111009,규동,B0111009,정상,,,,
B,밥류,잡곡밥,06,B010206,B0102006,렌틸콩밥,B0102006,정상,,,,
B,밥류,주먹밥,01,B010701,B0107001,김가루주먹밥,B0107001,정상,,,,
B,밥류,초밥,08,B010808,B0108008,김마끼,B0108008,정상,,,,
B,밥류,김밥,04,B010604,B0106004,김밥,B0106004,정상,,,,
B,밥류,국밥,03,B010903,B0109003,김치국밥,B0109003,정상,,,,
B,밥류,김밥,05,B010605,B0106005,김치김밥,B0106005,정상,,,,
B,밥류,기타밥,10,B011110,B0111010,김치돈가스가츠동,B0111010,정상,,,,
B,밥류,"볶음밥,덮밥",07,B010407,B0104007,김치볶음밥,B0104007,정상,,,,
B,밥류,"볶음밥,덮밥",08,B010408,B0104008,김치스팸덮밥,B0104008,정상,,,,
B,밥류,비빔밥,04,B010304,B0103004,김치알밥,B0103004,정상,,,,
B,밥류,주먹밥,02,B010702,B0107002,김치주먹밥,B0107002,정상,,,,
B,밥류,초밥,09,B010809,B0108009,김치초밥,B0108009,정상,,,,
B,밥류,기타밥,11,B011111,B0111011,김치필래프,B0111011,정상,,,,
B,밥류,"볶음밥,덮밥",09,B010409,B0104009,깍두기볶음밥,B0104009,정상,,,,
B,밥류,기타밥,12,B011112,B0111012,깻잎쌈밥,B0111012,정상,,,,
B,밥류,김밥,06,B010606,B0106006,꼬마김밥,B0106006,정상,,,,
B,밥류,비빔밥,05,B010305,B0103005,꼬막비빔밥,B0103005,정상,,,,
B,밥류,"볶음밥,덮밥",10,B010410,B0104010,나물볶음밥,B0104010,정상,,,,
B,밥류,비빔밥,06,B010306,B0103006,나물비빔밥,B0103006,정상,,,,
B,밥류,"볶음밥,덮밥",11,B010411,B0104011,나시고랭,B0104011,정상,,,,
B,밥류,"볶음밥,덮밥",12,B010412,B0104012,낙지덮밥,B0104012,정상,,,,
B,밥류,"볶음밥,덮밥",13,B010413,B0104013,낙지볶음밥,B0104013,정상,,,,
B,밥류,비빔밥,07,B010307,B0103007,낙지비빔밥,B0103007,정상,,,,
B,밥류,"볶음밥,덮밥",14,B010414,B0104014,낙지콩나물덮밥,B0104014,정상,,,,
B,밥류,김밥,07,B010607,B0106007,날치알김밥,B0106007,정상,,,,
B,밥류,"볶음밥,덮밥",15,B010415,B0104015,날치알김치볶음밥,B0104015,정상,,,,
B,밥류,초밥,10,B010810,B0108010,날치알롤초밥,B0108010,정상,,,,
B,밥류,"볶음밥,덮밥",16,B010416,B0104016,날치알볶음밥,B0104016,정상,,,,
B,밥류,비빔밥,08,B010308,B0103008,날치알비빔밥,B0103008,정상,,,,
B,밥류,주먹밥,03,B010703,B0107003,날치알주먹밥,B0107003,정상,,,,
B,밥류,초밥,11,B010811,B0108011,날치알초밥,B0108011,정상,296662,날치알초밥,날치알초밥,
B,밥류,잡곡밥,07,B010207,B0102007,병아리콩밥,B0102007,정상,,,병아리콩밥,
B,밥류,초밥,12,B010812,B0108012,농어초밥,B0108012,정상,,,농어초밥,
B,밥류,김밥,08,B010608,B0106008,누드김밥,B0106008,정상,,,,
B,밥류,기타밥,13,B011113,B0111013,누룽지,B0111013,정상,11002,누룽지,누룽지,
B,밥류,국밥,04,B010904,B0109004,누룽지탕,B0109004,정상,,,,
B,밥류,기타밥,14,B011114,B0111014,단호박찰밥,B0111014,정상,,,,
B,밥류,"볶음밥,덮밥",17,B010417,B0104017,단호박치킨카레라이스,B0104017,정상,,,,
B,밥류,"볶음밥,덮밥",18,B010418,B0104018,단호박카레라이스,B0104018,정상,,,,
B,밥류,김밥,09,B010609,B0106009,달걀김밥,B0106009,정상,,,,
B,밥류,주먹밥,04,B010704,B0107004,달걀김치주먹밥,B0107004,정상,,,,
B,밥류,기타밥,15,B011115,B0111015,달걀밥,B0111015,정상,,,,
B,밥류,"볶음밥,덮밥",19,B010419,B0104019,달걀볶음밥,B0104019,정상,,,,
B,밥류,비빔밥,09,B010309,B0103009,달걀비빔밥,B0103009,정상,,,,
B,밥류,오므라이스,01,B011001,B0110001,달걀오므라이스,B0110001,정상,,,,
B,밥류,"볶음밥,덮밥",20,B010420,B0104020,달걀참치볶음밥,B0104020,정상,,,,
B,밥류,초밥,13,B010813,B0108013,달걀초밥,B0108013,정상,305794,계란초밥,달걀초밥,달걀 초밥 이름변경
B,밥류,"볶음밥,덮밥",21,B010421,B0104021,닭가슴살김치볶음밥,B0104021,정상,,,,
B,밥류,"볶음밥,덮밥",22,B010422,B0104022,닭가슴살볶음밥,B0104022,정상,,,,
B,밥류,"볶음밥,덮밥",23,B010423,B0104023,닭갈비볶음밥,B0104023,정상,,,,
B,밥류,"볶음밥,덮밥",58,B010458,B0104058,닭고기 덮밥,B0104058,정상,306367,닭고기덮밥,닭고기덮밥,
B,밥류,"볶음밥,덮밥",24,B010424,B0104024,닭고기볶음밥,B0104024,정상,,,,
B,밥류,"볶음밥,덮밥",25,B010425,B0104025,닭살조림덮밥,B0104025,정상,,,,
B,밥류,"볶음밥,덮밥",26,B010426,B0104026,닭살카레라이스,B0104026,정상,,,,
B,밥류,"볶음밥,덮밥",27,B010427,B0104027,대게볶음밥,B0104027,정상,,,,
B,밥류,기타밥,16,B011116,B0111016,대나무영양밥,B0111016,정상,,,,
B,밥류,기타밥,17,B011117,B0111017,더덕밥,B0111017,정상,,,,
B,밥류,"볶음밥,덮밥",28,B010428,B0104028,덮밥,B0104028,정상,,,,
B,밥류,"볶음밥,덮밥",29,B010429,B0104029,도리아,B0104029,정상,,,,
B,밥류,초밥,14,B010814,B0108014,도미초밥,B0108014,정상,299214,도미초밥,도미초밥,도미 초밥 이름 변경
B,밥류,국밥,05,B010905,B0109005,도토리묵밥,B0109005,정상,,,,
B,밥류,김밥,10,B010610,B0106010,돈가스김밥,B0106010,정상,,,,
B,밥류,"볶음밥,덮밥",30,B010430,B0104030,돈가스덮밥,B0104030,정상,,,,
B,밥류,"볶음밥,덮밥",31,B010431,B0104031,돈가스마요덮밥,B0104031,정상,,,,
B,밥류,비빔밥,10,B010310,B0103010,돌솥비빔밥,B0103010,정상,,,,
B,밥류,비빔밥,11,B010311,B0103011,돌솥알밥,B0103011,정상,,,,
B,밥류,"볶음밥,덮밥",32,B010432,B0104032,돼지고기굴소스볶음밥,B0104032,정상,,,,
B,밥류,"볶음밥,덮밥",33,B010433,B0104033,돼지고기김치볶음밥,B0104033,정상,,,,
B,밥류,"볶음밥,덮밥",34,B010434,B0104034,돼지고기덮밥,B0104034,정상,,,돼지고기덮밥,
B,밥류,"볶음밥,덮밥",35,B010435,B0104035,돼지고기카레라이스,B0104035,정상,,,,
B,밥류,국밥,06,B010906,B0109006,돼지국밥,B0109006,정상,,,,
B,밥류,"볶음밥,덮밥",36,B010436,B0104036,두부김치볶음밥,B0104036,정상,,,,
B,밥류,김밥,11,B010611,B0106011,땡초김밥,B0106011,정상,,,,
B,밥류,김밥,12,B010612,B0106012,떡갈비김밥,B0106012,정상,,,,
B,밥류,잡곡밥,08,B010208,B0102008,보리밥,B0102008,정상,12005,보리밥,,
B,밥류,초밥,15,B010815,B0108015,롤,B0108015,정상,,,,
B,밥류,초밥,16,B010816,B0108016,롤초밥,B0108016,정상,,,,
B,밥류,기타밥,18,B011118,B0111018,리조또,B0111018,정상,,,,
B,밥류,"볶음밥,덮밥",37,B010437,B0104037,마파두부가지덮밥,B0104037,정상,,,,
B,밥류,"볶음밥,덮밥",38,B010438,B0104038,마파두부덮밥,B0104038,정상,,,,
B,밥류,비빔밥,12,B010312,B0103012,멍게비빔밥,B0103012,정상,,,,
B,밥류,국밥,07,B010907,B0109007,메밀묵밥,B0109007,정상,,,,
B,밥류,김밥,13,B010613,B0106013,멸치견과류김밥,B0106013,정상,,,,
B,밥류,김밥,14,B010614,B0106014,멸치고추김밥,B0106014,정상,,,,
B,밥류,김밥,15,B010615,B0106015,멸치김밥,B0106015,정상,,,,
B,밥류,주먹밥,05,B010705,B0107005,멸치김주먹밥,B0107005,정상,,,,
B,밥류,주먹밥,06,B010706,B0107006,멸치우엉주먹밥,B0107006,정상,,,,
B,밥류,주먹밥,07,B010707,B0107007,멸치주먹밥,B0107007,정상,,,,
B,밥류,"볶음밥,덮밥",39,B010439,B0104039,명란젓덮밥,B0104039,정상,,,,
B,밥류,초밥,17,B010817,B0108017,모듬초밥,B0108017,정상,,,,
B,밥류,기타밥,19,B011119,B0111019,무밥,B0111019,정상,,,,
B,밥류,국밥,08,B010908,B0109008,묵밥,B0109008,정상,,,,
B,밥류,초밥,18,B010818,B0108018,문어초밥,B0108018,정상,,,,
B,밥류,김밥,16,B010616,B0106016,바베큐치킨김밥,B0106016,정상,,,,
B,밥류,기타밥,20,B011120,B0111020,밤밥,B0111020,정상,,,,
B,밥류,쌀밥,01,B010101,B0101001,밥,B0101001,정상,,,,
B,밥류,주먹밥,08,B010708,B0107008,밥버거,B0107008,정상,,,,
B,밥류,초밥,19,B010819,B0108019,방어초밥,B0108019,정상,,,,
B,밥류,기타밥,21,B011121,B0111021,버섯밥,B0111021,정상,,,,
B,밥류,오므라이스,02,B011002,B0110002,버섯오므라이스,B0110002,정상,,,,
B,밥류,기타밥,22,B011122,B0111022,버섯콩나물밥,B0111022,정상,,,,
B,밥류,"볶음밥,덮밥",40,B010440,B0104040,베이컨김치볶음밥,B0104040,정상,,,,
B,밥류,"볶음밥,덮밥",41,B010441,B0104041,베이컨달걀볶음밥,B0104041,정상,,,,
B,밥류,"볶음밥,덮밥",42,B010442,B0104042,베이컨볶음밥,B0104042,정상,,,,
B,밥류,잡곡밥,09,B010209,B0102009,서리태콩밥,B0102009,정상,,,,
B,밥류,잡곡밥,10,B010210,B0102010,수수밥,B0102010,정상,,,,
B,밥류,비빔밥,13,B010313,B0103013,보리비빔밥,B0103013,정상,,,,
B,밥류,"볶음밥,덮밥",43,B010443,B0104043,볶음밥,B0104043,정상,,,,
B,밥류,비빔밥,14,B010314,B0103014,봄나물비빔밥,B0103014,정상,,,,
B,밥류,"볶음밥,덮밥",44,B010444,B0104044,부추무침볶음밥,B0104044,정상,,,,
B,밥류,김밥,17,B010617,B0106017,불고기김밥,B0106017,정상,,,,
B,밥류,"볶음밥,덮밥",45,B010445,B0104045,불고기김치볶음밥,B0104045,정상,,,,
B,밥류,비빔밥,15,B010315,B0103015,불낙비빔밥,B0103015,정상,,,,
B,밥류,김밥,18,B010618,B0106018,불닭김밥,B0106018,정상,,,,
B,밥류,비빔밥,16,B010316,B0103016,비빔밥,B0103016,정상,,,,
B,밥류,기타밥,23,B011123,B0111023,뿌리채소영양밥,B0111023,정상,,,,
B,밥류,"볶음밥,덮밥",46,B010446,B0104046,사천중화해물볶음밥,B0104046,정상,,,,
B,밥류,비빔밥,17,B010317,B0103017,산채비빔밥,B0103017,정상,,,,
B,밥류,김밥,19,B010619,B0106019,삼각김밥,B0106019,정상,,,,
B,밥류,김밥,20,B010620,B0106020,삼겹살김밥,B0106020,정상,,,,
B,밥류,"볶음밥,덮밥",47,B010447,B0104047,삼겹살덮밥,B0104047,정상,,,,
B,밥류,"볶음밥,덮밥",48,B010448,B0104048,삼겹살볶음밥,B0104048,정상,,,,
B,밥류,"볶음밥,덮밥",49,B010449,B0104049,삼색소보로덮밥,B0104049,정상,,,,
B,밥류,"볶음밥,덮밥",50,B010450,B0104050,삼선볶음밥,B0104050,정상,,,,
B,밥류,비빔밥,18,B010318,B0103018,상추비빔밥,B0103018,정상,,,,
B,밥류,비빔밥,19,B010319,B0103019,새싹비빔밥,B0103019,정상,,,,
B,밥류,김밥,21,B010621,B0106021,새우김밥,B0106021,정상,,,,
B,밥류,"볶음밥,덮밥",56,B010456,B0104056,새우덮밥,B0104056,정상,,,,
B,밥류,"볶음밥,덮밥",51,B010451,B0104051,새우볶음밥,B0104051,정상,14004,새우볶음밥,,
B,밥류,초밥,20,B010820,B0108020,새우장초밥,B0108020,정상,,,,
B,밥류,초밥,21,B010821,B0108021,새우초밥,B0108021,정상,307716,새우초밥,새우초밥,
B,밥류,김밥,22,B010622,B0106022,새우튀김김밥,B0106022,정상,,,,
B,밥류,초밥,22,B010822,B0108022,새우튀김롤,B0108022,정상,,,,
B,밥류,초밥,23,B010823,B0108023,생선초밥,B0108023,정상,,,,
B,밥류,잡곡밥,11,B010211,B0102011,영양돌솥밥,B0102011,정상,,,,
